"","ens_gene_5"
"3968","ENSG00000161011"
"3969","ENSG00000161010"
"3970","ENSG00000197226"
"3971","ENSG00000113269"
"3972","ENSG00000050748"
"3973","ENSG00000113300"
"3974","ENSG00000037280"
"3975","ENSG00000131446"
"3976","ENSG00000278970"
"3977","ENSG00000245060"
"3978","ENSG00000196670"
"3979","ENSG00000146063"
"3980","ENSG00000204628"
"3981","ENSG00000233937"
"3982","ENSG00000183718"
"3983","ENSG00000248275"
"3984","ENSG00000238035"
"3985","ENSG00000112679"
"3986","ENSG00000112685"
"3987","ENSG00000219712"
"3988","ENSG00000112699"
"3989","ENSG00000250903"
"3990","ENSG00000236086"
"3991","ENSG00000272465"
"3992","ENSG00000124535"
"3993","ENSG00000021355"
"3994","ENSG00000244041"
"3995","ENSG00000124588"
"3996","ENSG00000271361"
"3997","ENSG00000137275"
"3998","ENSG00000137274"
"3999","ENSG00000180822"
"4000","ENSG00000112739"
"4001","ENSG00000198721"
"4002","ENSG00000153046"
"4003","ENSG00000124787"
"4004","ENSG00000214113"
"4005","ENSG00000145982"
"4006","ENSG00000124785"
"4007","ENSG00000124491"
"4008","ENSG00000261211"
"4009","ENSG00000124782"
"4010","ENSG00000225092"
"4011","ENSG00000124783"
"4012","ENSG00000124784"
"4013","ENSG00000168566"
"4014","ENSG00000239264"
"4015","ENSG00000188428"
"4016","ENSG00000124802"
"4017","ENSG00000124786"
"4018","ENSG00000137203"
"4019","ENSG00000229950"
"4020","ENSG00000229401"
"4021","ENSG00000111846"
"4022","ENSG00000111845"
"4023","ENSG00000111843"
"4024","ENSG00000137210"
"4025","ENSG00000111837"
"4026","ENSG00000153157"
"4027","ENSG00000224531"
"4028","ENSG00000244476"
"4029","ENSG00000111859"
"4030","ENSG00000205269"
"4031","ENSG00000095951"
"4032","ENSG00000212802"
"4033","ENSG00000112137"
"4034","ENSG00000215022"
"4035","ENSG00000145979"
"4036","ENSG00000272379"
"4037","ENSG00000145990"
"4038","ENSG00000124523"
"4039","ENSG00000225921"
"4040","ENSG00000010017"
"4041","ENSG00000050393"
"4042","ENSG00000112149"
"4043","ENSG00000008083"
"4044","ENSG00000201367"
"4045","ENSG00000047579"
"4046","ENSG00000007944"
"4047","ENSG00000124788"
"4048","ENSG00000272341"
"4049","ENSG00000137414"
"4050","ENSG00000124789"
"4051","ENSG00000272269"
"4052","ENSG00000137364"
"4053","ENSG00000165097"
"4054","ENSG00000124795"
"4055","ENSG00000172197"
"4056","ENSG00000112242"
"4057","ENSG00000224707"
"4058","ENSG00000145996"
"4059","ENSG00000124766"
"4060","ENSG00000272168"
"4061","ENSG00000124532"
"4062","ENSG00000112294"
"4063","ENSG00000111802"
"4064","ENSG00000112304"
"4065","ENSG00000272345"
"4066","ENSG00000112308"
"4067","ENSG00000112312"
"4068","ENSG00000168405"
"4069","ENSG00000112343"
"4070","ENSG00000272462"
"4071","ENSG00000275714"
"4072","ENSG00000278637"
"4073","ENSG00000278705"
"4074","ENSG00000274267"
"4075","ENSG00000278463"
"4076","ENSG00000276410"
"4077","ENSG00000278272"
"4078","ENSG00000187837"
"4079","ENSG00000197061"
"4080","ENSG00000180596"
"4081","ENSG00000180573"
"4082","ENSG00000168298"
"4083","ENSG00000158373"
"4084","ENSG00000274290"
"4085","ENSG00000277157"
"4086","ENSG00000282988"
"4087","ENSG00000277224"
"4088","ENSG00000276966"
"4089","ENSG00000273802"
"4090","ENSG00000277075"
"4091","ENSG00000158406"
"4092","ENSG00000186470"
"4093","ENSG00000124508"
"4094","ENSG00000026950"
"4095","ENSG00000124549"
"4096","ENSG00000111801"
"4097","ENSG00000112763"
"4098","ENSG00000182952"
"4099","ENSG00000146109"
"4100","ENSG00000275846"
"4101","ENSG00000181315"
"4102","ENSG00000241549"
"4103","ENSG00000124635"
"4104","ENSG00000196787"
"4105","ENSG00000276180"
"4106","ENSG00000197903"
"4107","ENSG00000274997"
"4108","ENSG00000096654"
"4109","ENSG00000281706"
"4110","ENSG00000185130"
"4111","ENSG00000196747"
"4112","ENSG00000278828"
"4113","ENSG00000276368"
"4114","ENSG00000197238"
"4115","ENSG00000273542"
"4116","ENSG00000233822"
"4117","ENSG00000275221"
"4118","ENSG00000276903"
"4119","ENSG00000184357"
"4120","ENSG00000275379"
"4121","ENSG00000275126"
"4122","ENSG00000197153"
"4123","ENSG00000274641"
"4124","ENSG00000197279"
"4125","ENSG00000269293"
"4126","ENSG00000196812"
"4127","ENSG00000198315"
"4128","ENSG00000226314"
"4129","ENSG00000280107"
"4130","ENSG00000176933"
"4131","ENSG00000137185"
"4132","ENSG00000187626"
"4133","ENSG00000197062"
"4134","ENSG00000137338"
"4135","ENSG00000235109"
"4136","ENSG00000189298"
"4137","ENSG00000158691"
"4138","ENSG00000187987"
"4139","ENSG00000204713"
"4140","ENSG00000197935"
"4141","ENSG00000206341"
"4142","ENSG00000206503"
"4143","ENSG00000204623"
"4144","ENSG00000237669"
"4145","ENSG00000066379"
"4146","ENSG00000204619"
"4147","ENSG00000234127"
"4148","ENSG00000233892"
"4149","ENSG00000280128"
"4150","ENSG00000231074"
"4151","ENSG00000204599"
"4152","ENSG00000241370"
"4153","ENSG00000204592"
"4154","ENSG00000204590"
"4155","ENSG00000204576"
"4156","ENSG00000204574"
"4157","ENSG00000204569"
"4158","ENSG00000204568"
"4159","ENSG00000137343"
"4160","ENSG00000204564"
"4161","ENSG00000204560"
"4162","ENSG00000146112"
"4163","ENSG00000137404"
"4164","ENSG00000137337"
"4165","ENSG00000196230"
"4166","ENSG00000137312"
"4167","ENSG00000137331"
"4168","ENSG00000137411"
"4169","ENSG00000204536"
"4170","ENSG00000137310"
"4171","ENSG00000272501"
"4172","ENSG00000206344"
"4173","ENSG00000204525"
"4174","ENSG00000234745"
"4175","ENSG00000204520"
"4176","ENSG00000204516"
"4177","ENSG00000198563"
"4178","ENSG00000201785"
"4179","ENSG00000204498"
"4180","ENSG00000232810"
"4181","ENSG00000204482"
"4182","ENSG00000204472"
"4183","ENSG00000204469"
"4184","ENSG00000200816"
"4185","ENSG00000204463"
"4186","ENSG00000204444"
"4187","ENSG00000204439"
"4188","ENSG00000204438"
"4189","ENSG00000204435"
"4190","ENSG00000240053"
"4191","ENSG00000204428"
"4192","ENSG00000204427"
"4193","ENSG00000213722"
"4194","ENSG00000213719"
"4195","ENSG00000204410"
"4196","ENSG00000204394"
"4197","ENSG00000204392"
"4198","ENSG00000204390"
"4199","ENSG00000204389"
"4200","ENSG00000204388"
"4201","ENSG00000204387"
"4202","ENSG00000204386"
"4203","ENSG00000204371"
"4204","ENSG00000204366"
"4205","ENSG00000204356"
"4206","ENSG00000204351"
"4207","ENSG00000204348"
"4208","ENSG00000204344"
"4209","ENSG00000224389"
"4210","ENSG00000168477"
"4211","ENSG00000213676"
"4212","ENSG00000204315"
"4213","ENSG00000221988"
"4214","ENSG00000204310"
"4215","ENSG00000204308"
"4216","ENSG00000204305"
"4217","ENSG00000204304"
"4218","ENSG00000213654"
"4219","ENSG00000204267"
"4220","ENSG00000204264"
"4221","ENSG00000204261"
"4222","ENSG00000240065"
"4223","ENSG00000168394"
"4224","ENSG00000204257"
"4225","ENSG00000204256"
"4226","ENSG00000204248"
"4227","ENSG00000204231"
"4228","ENSG00000112473"
"4229","ENSG00000204227"
"4230","ENSG00000223501"
"4231","ENSG00000231500"
"4232","ENSG00000235863"
"4233","ENSG00000227057"
"4234","ENSG00000204220"
"4235","ENSG00000237441"
"4236","ENSG00000231925"
"4237","ENSG00000236104"
"4238","ENSG00000204209"
"4239","ENSG00000237649"
"4240","ENSG00000112511"
"4241","ENSG00000112514"
"4242","ENSG00000197283"
"4243","ENSG00000030110"
"4244","ENSG00000096433"
"4245","ENSG00000137288"
"4246","ENSG00000161904"
"4247","ENSG00000137309"
"4248","ENSG00000186577"
"4249","ENSG00000225339"
"4250","ENSG00000272325"
"4251","ENSG00000124614"
"4252","ENSG00000196821"
"4253","ENSG00000217130"
"4254","ENSG00000124562"
"4255","ENSG00000065060"
"4256","ENSG00000064995"
"4257","ENSG00000064999"
"4258","ENSG00000187762"
"4259","ENSG00000272374"
"4260","ENSG00000065029"
"4261","ENSG00000023892"
"4262","ENSG00000112033"
"4263","ENSG00000112039"
"4264","ENSG00000198755"
"4265","ENSG00000007866"
"4266","ENSG00000096060"
"4267","ENSG00000096063"
"4268","ENSG00000112062"
"4269","ENSG00000156711"
"4270","ENSG00000096070"
"4271","ENSG00000112078"
"4272","ENSG00000112079"
"4273","ENSG00000112081"
"4274","ENSG00000255587"
"4275","ENSG00000137168"
"4276","ENSG00000198663"
"4277","ENSG00000137409"
"4278","ENSG00000146192"
"4279","ENSG00000137193"
"4280","ENSG00000065491"
"4281","ENSG00000112130"
"4282","ENSG00000137200"
"4283","ENSG00000198937"
"4284","ENSG00000112139"
"4285","ENSG00000156639"
"4286","ENSG00000183826"
"4287","ENSG00000124767"
"4288","ENSG00000112167"
"4289","ENSG00000164626"
"4290","ENSG00000124780"
"4291","ENSG00000146122"
"4292","ENSG00000124602"
"4293","ENSG00000124596"
"4294","ENSG00000001167"
"4295","ENSG00000161912"
"4296","ENSG00000124731"
"4297","ENSG00000137166"
"4298","ENSG00000112561"
"4299","ENSG00000137218"
"4300","ENSG00000124593"
"4301","ENSG00000164663"
"4302","ENSG00000124641"
"4303","ENSG00000112578"
"4304","ENSG00000112576"
"4305","ENSG00000137413"
"4306","ENSG00000112599"
"4307","ENSG00000048544"
"4308","ENSG00000124496"
"4309","ENSG00000024048"
"4310","ENSG00000124659"
"4311","ENSG00000112624"
"4312","ENSG00000146223"
"4313","ENSG00000221821"
"4314","ENSG00000137161"
"4315","ENSG00000231113"
"4316","ENSG00000181524"
"4317","ENSG00000124713"
"4318","ENSG00000124587"
"4319","ENSG00000112640"
"4320","ENSG00000124733"
"4321","ENSG00000124702"
"4322","ENSG00000124541"
"4323","ENSG00000044090"
"4324","ENSG00000137171"
"4325","ENSG00000112651"
"4326","ENSG00000112658"
"4327","ENSG00000112659"
"4328","ENSG00000112667"
"4329","ENSG00000171467"
"4330","ENSG00000124574"
"4331","ENSG00000137221"
"4332","ENSG00000171453"
"4333","ENSG00000137207"
"4334","ENSG00000124571"
"4335","ENSG00000219470"
"4336","ENSG00000170734"
"4337","ENSG00000172432"
"4338","ENSG00000124688"
"4339","ENSG00000096080"
"4340","ENSG00000112715"
"4341","ENSG00000180992"
"4342","ENSG00000137216"
"4343","ENSG00000112759"
"4344","ENSG00000096384"
"4345","ENSG00000157593"
"4346","ENSG00000146232"
"4347","ENSG00000124608"
"4348","ENSG00000096401"
"4349","ENSG00000196284"
"4350","ENSG00000124813"
"4351","ENSG00000271857"
"4352","ENSG00000146085"
"4353","ENSG00000031691"
"4354","ENSG00000112118"
"4355","ENSG00000170915"
"4356","ENSG00000096093"
"4357","ENSG00000065308"
"4358","ENSG00000112144"
"4359","ENSG00000112146"
"4360","ENSG00000012660"
"4361","ENSG00000217527"
"4362","ENSG00000001084"
"4363","ENSG00000137269"
"4364","ENSG00000151914"
"4365","ENSG00000168116"
"4366","ENSG00000112200"
"4367","ENSG00000112208"
"4368","ENSG00000112210"
"4369","ENSG00000146143"
"4370","ENSG00000272316"
"4371","ENSG00000215190"
"4372","ENSG00000198225"
"4373","ENSG00000112245"
"4374","ENSG00000118482"
"4375","ENSG00000168216"
"4376","ENSG00000219085"
"4377","ENSG00000082269"
"4378","ENSG00000154079"
"4379","ENSG00000112305"
"4380","ENSG00000119900"
"4381","ENSG00000185760"
"4382","ENSG00000233844"
"4383","ENSG00000220515"
"4384","ENSG00000235174"
"4385","ENSG00000164430"
"4386","ENSG00000135297"
"4387","ENSG00000156508"
"4388","ENSG00000119899"
"4389","ENSG00000112695"
"4390","ENSG00000112697"
"4391","ENSG00000225793"
"4392","ENSG00000112701"
"4393","ENSG00000252498"
"4394","ENSG00000146243"
"4395","ENSG00000146247"
"4396","ENSG00000217512"
"4397","ENSG00000118418"
"4398","ENSG00000270362"
"4399","ENSG00000112742"
"4400","ENSG00000083123"
"4401","ENSG00000272129"
"4402","ENSG00000112773"
"4403","ENSG00000226089"
"4404","ENSG00000232031"
"4405","ENSG00000005700"
"4406","ENSG00000118420"
"4407","ENSG00000083097"
"4408","ENSG00000013375"
"4409","ENSG00000013392"
"4410","ENSG00000065833"
"4411","ENSG00000065615"
"4412","ENSG00000135315"
"4413","ENSG00000280232"
"4414","ENSG00000135317"
"4415","ENSG00000135316"
"4416","ENSG00000203875"
"4417","ENSG00000188994"
"4418","ENSG00000111850"
"4419","ENSG00000203872"
"4420","ENSG00000279616"
"4421","ENSG00000213204"
"4422","ENSG00000164414"
"4423","ENSG00000146282"
"4424","ENSG00000135336"
"4425","ENSG00000135334"
"4426","ENSG00000111880"
"4427","ENSG00000146278"
"4428","ENSG00000146281"
"4429","ENSG00000111886"
"4430","ENSG00000198833"
"4431","ENSG00000025039"
"4432","ENSG00000083099"
"4433","ENSG00000112159"
"4434","ENSG00000118412"
"4435","ENSG00000199630"
"4436","ENSG00000112182"
"4437","ENSG00000135341"
"4438","ENSG00000261366"
"4439","ENSG00000172469"
"4440","ENSG00000014123"
"4441","ENSG00000123545"
"4442","ENSG00000146263"
"4443","ENSG00000112234"
"4444","ENSG00000132423"
"4445","ENSG00000132424"
"4446","ENSG00000228506"
"4447","ENSG00000123552"
"4448","ENSG00000228439"
"4449","ENSG00000112237"
"4450","ENSG00000112249"
"4451","ENSG00000085382"
"4452","ENSG00000085377"
"4453","ENSG00000057663"
"4454","ENSG00000057657"
"4455","ENSG00000269919"
"4456","ENSG00000112297"
"4457","ENSG00000130347"
"4458","ENSG00000130348"
"4459","ENSG00000272398"
"4460","ENSG00000130349"
"4461","ENSG00000178409"
"4462","ENSG00000164494"
"4463","ENSG00000112320"
"4464","ENSG00000146285"
"4465","ENSG00000025796"
"4466","ENSG00000081087"
"4467","ENSG00000112335"
"4468","ENSG00000135537"
"4469","ENSG00000118689"
"4470","ENSG00000118690"
"4471","ENSG00000080546"
"4472","ENSG00000183137"
"4473","ENSG00000203799"
"4474","ENSG00000135535"
"4475","ENSG00000135587"
"4476","ENSG00000135596"
"4477","ENSG00000112365"
"4478","ENSG00000155085"
"4479","ENSG00000112367"
"4480","ENSG00000232311"
"4481","ENSG00000112290"
"4482","ENSG00000168438"
"4483","ENSG00000155111"
"4484","ENSG00000213149"
"4485","ENSG00000123505"
"4486","ENSG00000155115"
"4487","ENSG00000197498"
"4488","ENSG00000173214"
"4489","ENSG00000230177"
"4490","ENSG00000271789"
"4491","ENSG00000009413"
"4492","ENSG00000272356"
"4493","ENSG00000229276"
"4494","ENSG00000231889"
"4495","ENSG00000056972"
"4496","ENSG00000010810"
"4497","ENSG00000074935"
"4498","ENSG00000218208"
"4499","ENSG00000196591"
"4500","ENSG00000228624"
"4501","ENSG00000178425"
"4502","ENSG00000187189"
"4503","ENSG00000111817"
"4504","ENSG00000189241"
"4505","ENSG00000111832"
"4506","ENSG00000153975"
"4507","ENSG00000196911"
"4508","ENSG00000164465"
"4509","ENSG00000047932"
"4510","ENSG00000153989"
"4511","ENSG00000230202"
"4512","ENSG00000111877"
"4513","ENSG00000111875"
"4514","ENSG00000146350"
"4515","ENSG00000025156"
"4516","ENSG00000279453"
"4517","ENSG00000111897"
"4518","ENSG00000135549"
"4519","ENSG00000279114"
"4520","ENSG00000111906"
"4521","ENSG00000111912"
"4522","ENSG00000111911"
"4523","ENSG00000066651"
"4524","ENSG00000231842"
"4525","ENSG00000203760"
"4526","ENSG00000118518"
"4527","ENSG00000093144"
"4528","ENSG00000251768"
"4529","ENSG00000146376"
"4530","ENSG00000198945"
"4531","ENSG00000164484"
"4532","ENSG00000112282"
"4533","ENSG00000079950"
"4534","ENSG00000112306"
"4535","ENSG00000206754"
"4536","ENSG00000221500"
"4537","ENSG00000200534"
"4538","ENSG00000028839"
"4539","ENSG00000118515"
"4540","ENSG00000112339"
"4541","ENSG00000118513"
"4542","ENSG00000135541"
"4543","ENSG00000146410"
"4544","ENSG00000029363"
"4545","ENSG00000197442"
"4546","ENSG00000112357"
"4547","ENSG00000164485"
"4548","ENSG00000027697"
"4549","ENSG00000118503"
"4550","ENSG00000051620"
"4551","ENSG00000135540"
"4552","ENSG00000216802"
"4553","ENSG00000225177"
"4554","ENSG00000279968"
"4555","ENSG00000024862"
"4556","ENSG00000135597"
"4557","ENSG00000146386"
"4558","ENSG00000112406"
"4559","ENSG00000164440"
"4560","ENSG00000164442"
"4561","ENSG00000234147"
"4562","ENSG00000009844"
"4563","ENSG00000112414"
"4564","ENSG00000010818"
"4565","ENSG00000232618"
"4566","ENSG00000146416"
"4567","ENSG00000217648"
"4568","ENSG00000189007"
"4569","ENSG00000034693"
"4570","ENSG00000229036"
"4571","ENSG00000001036"
"4572","ENSG00000112419"
"4573","ENSG00000135521"
"4574","ENSG00000118495"
"4575","ENSG00000283122"
"4576","ENSG00000169976"
"4577","ENSG00000135604"
"4578","ENSG00000152818"
"4579","ENSG00000112425"
"4580","ENSG00000280184"
"4581","ENSG00000118496"
"4582","ENSG00000235652"
"4583","ENSG00000146414"
"4584","ENSG00000118508"
"4585","ENSG00000233452"
"4586","ENSG00000272397"
"4587","ENSG00000164506"
"4588","ENSG00000055208"
"4589","ENSG00000177688"
"4590","ENSG00000178199"
"4591","ENSG00000131013"
"4592","ENSG00000055211"
"4593","ENSG00000220848"
"4594","ENSG00000186625"
"4595","ENSG00000131023"
"4596","ENSG00000120253"
"4597","ENSG00000120265"
"4598","ENSG00000219433"
"4599","ENSG00000120256"
"4600","ENSG00000120254"
"4601","ENSG00000131016"
"4602","ENSG00000181472"
"4603","ENSG00000155906"
"4604","ENSG00000219395"
"4605","ENSG00000146476"
"4606","ENSG00000131018"
"4607","ENSG00000112029"
"4608","ENSG00000227627"
"4609","ENSG00000112031"
"4610","ENSG00000218426"
"4611","ENSG00000074706"
"4612","ENSG00000153721"
"4613","ENSG00000213079"
"4614","ENSG00000146426"
"4615","ENSG00000235381"
"4616","ENSG00000029639"
"4617","ENSG00000271551"
"4618","ENSG00000049618"
"4619","ENSG00000218596"
"4620","ENSG00000215712"
"4621","ENSG00000175048"
"4622","ENSG00000130340"
"4623","ENSG00000078269"
"4624","ENSG00000233496"
"4625","ENSG00000122335"
"4626","ENSG00000272047"
"4627","ENSG00000130338"
"4628","ENSG00000146433"
"4629","ENSG00000278571"
"4630","ENSG00000146425"
"4631","ENSG00000092820"
"4632","ENSG00000130363"
"4633","ENSG00000164691"
"4634","ENSG00000112096"
"4635","ENSG00000220305"
"4636","ENSG00000251988"
"4637","ENSG00000146457"
"4638","ENSG00000120437"
"4639","ENSG00000120438"
"4640","ENSG00000112110"
"4641","ENSG00000197081"
"4642","ENSG00000213073"
"4643","ENSG00000272841"
"4644","ENSG00000085511"
"4645","ENSG00000112531"
"4646","ENSG00000198818"
"4647","ENSG00000060762"
"4648","ENSG00000071242"
"4649","ENSG00000235272"
"4650","ENSG00000235008"
"4651","ENSG00000026297"
"4652","ENSG00000227598"
"4653","ENSG00000265828"
"4654","ENSG00000213066"
"4655","ENSG00000272980"
"4656","ENSG00000130396"
"4657","ENSG00000226445"
"4658","ENSG00000184465"
"4659","ENSG00000185127"
"4660","ENSG00000130024"
"4661","ENSG00000184786"
"4662","ENSG00000130023"
"4663","ENSG00000266896"
"4664","ENSG00000112584"
"4665","ENSG00000266245"
"4666","ENSG00000008018"
"4667","ENSG00000112592"
"4668","ENSG00000071994"
"4669","ENSG00000282572"
"4670","ENSG00000232325"
"4671","ENSG00000242474"
"4672","ENSG00000240859"
"4673","ENSG00000177706"
"4674","ENSG00000188191"
"4675","ENSG00000237181"
"4676","ENSG00000164818"
"4677","ENSG00000164828"
"4678","ENSG00000239857"
"4679","ENSG00000273151"
"4680","ENSG00000105963"
"4681","ENSG00000240230"
"4682","ENSG00000146540"
"4683","ENSG00000178381"
"4684","ENSG00000229043"
"4685","ENSG00000164877"
"4686","ENSG00000273230"
"4687","ENSG00000164880"
"4688","ENSG00000198517"
"4689","ENSG00000157778"
"4690","ENSG00000230487"
"4691","ENSG00000002822"
"4692","ENSG00000176349"
"4693","ENSG00000122687"
"4694","ENSG00000106268"
"4695","ENSG00000106266"
"4696","ENSG00000106263"
"4697","ENSG00000136213"
"4698","ENSG00000106003"
"4699","ENSG00000106009"
"4700","ENSG00000106012"
"4701","ENSG00000136295"
"4702","ENSG00000146535"
"4703","ENSG00000164916"
"4704","ENSG00000242802"
"4705","ENSG00000196204"
"4706","ENSG00000146587"
"4707","ENSG00000157954"
"4708","ENSG00000182095"
"4709","ENSG00000155034"
"4710","ENSG00000075624"
"4711","ENSG00000075618"
"4712","ENSG00000011275"
"4713","ENSG00000237738"
"4714","ENSG00000235944"
"4715","ENSG00000122674"
"4716","ENSG00000122512"
"4717","ENSG00000106305"
"4718","ENSG00000086232"
"4719","ENSG00000106346"
"4720","ENSG00000008256"
"4721","ENSG00000178397"
"4722","ENSG00000136238"
"4723","ENSG00000164535"
"4724","ENSG00000136240"
"4725","ENSG00000136247"
"4726","ENSG00000146576"
"4727","ENSG00000205903"
"4728","ENSG00000164631"
"4729","ENSG00000187953"
"4730","ENSG00000146574"
"4731","ENSG00000106392"
"4732","ENSG00000164654"
"4733","ENSG00000106399"
"4734","ENSG00000219545"
"4735","ENSG00000106415"
"4736","ENSG00000233264"
"4737","ENSG00000189043"
"4738","ENSG00000106443"
"4739","ENSG00000005108"
"4740","ENSG00000106460"
"4741","ENSG00000122644"
"4742","ENSG00000006468"
"4743","ENSG00000106524"
"4744","ENSG00000136261"
"4745","ENSG00000106546"
"4746","ENSG00000071189"
"4747","ENSG00000279048"
"4748","ENSG00000105849"
"4749","ENSG00000243004"
"4750","ENSG00000213860"
"4751","ENSG00000183742"
"4752","ENSG00000105866"
"4753","ENSG00000164649"
"4754","ENSG00000233476"
"4755","ENSG00000196683"
"4756","ENSG00000228649"
"4757","ENSG00000122591"
"4758","ENSG00000122550"
"4759","ENSG00000136243"
"4760","ENSG00000156928"
"4761","ENSG00000136231"
"4762","ENSG00000232818"
"4763","ENSG00000164548"
"4764","ENSG00000169193"
"4765","ENSG00000105926"
"4766","ENSG00000070882"
"4767","ENSG00000172115"
"4768","ENSG00000153790"
"4769","ENSG00000270933"
"4770","ENSG00000273237"
"4771","ENSG00000122566"
"4772","ENSG00000122565"
"4773","ENSG00000086300"
"4774","ENSG00000005020"
"4775","ENSG00000105991"
"4776","ENSG00000233429"
"4777","ENSG00000105997"
"4778","ENSG00000253552"
"4779","ENSG00000106004"
"4780","ENSG00000005073"
"4781","ENSG00000240990"
"4782","ENSG00000106049"
"4783","ENSG00000106052"
"4784","ENSG00000153814"
"4785","ENSG00000146592"
"4786","ENSG00000225264"
"4787","ENSG00000227855"
"4788","ENSG00000136193"
"4789","ENSG00000106080"
"4790","ENSG00000106086"
"4791","ENSG00000180354"
"4792","ENSG00000230751"
"4793","ENSG00000225907"
"4794","ENSG00000180233"
"4795","ENSG00000235859"
"4796","ENSG00000281404"
"4797","ENSG00000106100"
"4798","ENSG00000006625"
"4799","ENSG00000196295"
"4800","ENSG00000244480"
"4801","ENSG00000106105"
"4802","ENSG00000106355"
"4803","ENSG00000105778"
"4804","ENSG00000229358"
"4805","ENSG00000273014"
"4806","ENSG00000281332"
"4807","ENSG00000231952"
"4808","ENSG00000170852"
"4809","ENSG00000205763"
"4810","ENSG00000122643"
"4811","ENSG00000164610"
"4812","ENSG00000122507"
"4813","ENSG00000173852"
"4814","ENSG00000122557"
"4815","ENSG00000271122"
"4816","ENSG00000228878"
"4817","ENSG00000122545"
"4818","ENSG00000122547"
"4819","ENSG00000011426"
"4820","ENSG00000136250"
"4821","ENSG00000155849"
"4822","ENSG00000187037"
"4823","ENSG00000086289"
"4824","ENSG00000283444"
"4825","ENSG00000225314"
"4826","ENSG00000086288"
"4827","ENSG00000010270"
"4828","ENSG00000227191"
"4829","ENSG00000211687"
"4830","ENSG00000211688"
"4831","ENSG00000211689"
"4832","ENSG00000211690"
"4833","ENSG00000211691"
"4834","ENSG00000211692"
"4835","ENSG00000211695"
"4836","ENSG00000272908"
"4837","ENSG00000211696"
"4838","ENSG00000249978"
"4839","ENSG00000281103"
"4840","ENSG00000211697"
"4841","ENSG00000006715"
"4842","ENSG00000241127"
"4843","ENSG00000006451"
"4844","ENSG00000188185"
"4845","ENSG00000175741"
"4846","ENSG00000065883"
"4847","ENSG00000168303"
"4848","ENSG00000136197"
"4849","ENSG00000106588"
"4850","ENSG00000106591"
"4851","ENSG00000164543"
"4852","ENSG00000106603"
"4853","ENSG00000106608"
"4854","ENSG00000078967"
"4855","ENSG00000214783"
"4856","ENSG00000239556"
"4857","ENSG00000228434"
"4858","ENSG00000272655"
"4859","ENSG00000228903"
"4860","ENSG00000136279"
"4861","ENSG00000122678"
"4862","ENSG00000106628"
"4863","ENSG00000106636"
"4864","ENSG00000015676"
"4865","ENSG00000146677"
"4866","ENSG00000136271"
"4867","ENSG00000158604"
"4868","ENSG00000105953"
"4869","ENSG00000122515"
"4870","ENSG00000196262"
"4871","ENSG00000105968"
"4872","ENSG00000146676"
"4873","ENSG00000260997"
"4874","ENSG00000136286"
"4875","ENSG00000232956"
"4876","ENSG00000136280"
"4877","ENSG00000136270"
"4878","ENSG00000201772"
"4879","ENSG00000214765"
"4880","ENSG00000272556"
"4881","ENSG00000136273"
"4882","ENSG00000183696"
"4883","ENSG00000179869"
"4884","ENSG00000185811"
"4885","ENSG00000132436"
"4886","ENSG00000106070"
"4887","ENSG00000132432"
"4888","ENSG00000132434"
"4889","ENSG00000154978"
"4890","ENSG00000178665"
"4891","ENSG00000146729"
"4892","ENSG00000239789"
"4893","ENSG00000146733"
"4894","ENSG00000146731"
"4895","ENSG00000129103"
"4896","ENSG00000164776"
"4897","ENSG00000106153"
"4898","ENSG00000234444"
"4899","ENSG00000227986"
"4900","ENSG00000173041"
"4901","ENSG00000196247"
"4902","ENSG00000197008"
"4903","ENSG00000198039"
"4904","ENSG00000152926"
"4905","ENSG00000213462"
"4906","ENSG00000234585"
"4907","ENSG00000164669"
"4908","ENSG00000146757"
"4909","ENSG00000272693"
"4910","ENSG00000228409"
"4911","ENSG00000206634"
"4912","ENSG00000196715"
"4913","ENSG00000169919"
"4914","ENSG00000126522"
"4915","ENSG00000241258"
"4916","ENSG00000169902"
"4917","ENSG00000179406"
"4918","ENSG00000229180"
"4919","ENSG00000243335"
"4920","ENSG00000226824"
"4921","ENSG00000154710"
"4922","ENSG00000272831"
"4923","ENSG00000232546"
"4924","ENSG00000230295"
"4925","ENSG00000273142"
"4926","ENSG00000106609"
"4927","ENSG00000126524"
"4928","ENSG00000198874"
"4929","ENSG00000067601"
"4930","ENSG00000106610"
"4931","ENSG00000273448"
"4932","ENSG00000235475"
"4933","ENSG00000277149"
"4934","ENSG00000225648"
"4935","ENSG00000196313"
"4936","ENSG00000106133"
"4937","ENSG00000155428"
"4938","ENSG00000174353"
"4939","ENSG00000276178"
"4940","ENSG00000229018"
"4941","ENSG00000273897"
"4942","ENSG00000277125"
"4943","ENSG00000174384"
"4944","ENSG00000233369"
"4945","ENSG00000182487"
"4946","ENSG00000214544"
"4947","ENSG00000205578"
"4948","ENSG00000130305"
"4949","ENSG00000009954"
"4950","ENSG00000106635"
"4951","ENSG00000106638"
"4952","ENSG00000009950"
"4953","ENSG00000176410"
"4954","ENSG00000071462"
"4955","ENSG00000106089"
"4956","ENSG00000106077"
"4957","ENSG00000106683"
"4958","ENSG00000106682"
"4959","ENSG00000207741"
"4960","ENSG00000086730"
"4961","ENSG00000049541"
"4962","ENSG00000106665"
"4963","ENSG00000006704"
"4964","ENSG00000263001"
"4965","ENSG00000158517"
"4966","ENSG00000196275"
