"","ens_gene_5"
"10261","ENSG00000070444"
"10262","ENSG00000127804"
"10263","ENSG00000007168"
"10264","ENSG00000279432"
"10265","ENSG00000132361"
"10266","ENSG00000132359"
"10267","ENSG00000196689"
"10268","ENSG00000197417"
"10269","ENSG00000040531"
"10270","ENSG00000213977"
"10271","ENSG00000127774"
"10272","ENSG00000083454"
"10273","ENSG00000083457"
"10274","ENSG00000177602"
"10275","ENSG00000074356"
"10276","ENSG00000004660"
"10277","ENSG00000108405"
"10278","ENSG00000074370"
"10279","ENSG00000074755"
"10280","ENSG00000167740"
"10281","ENSG00000185722"
"10282","ENSG00000132388"
"10283","ENSG00000183018"
"10284","ENSG00000132382"
"10285","ENSG00000141456"
"10286","ENSG00000141480"
"10287","ENSG00000161920"
"10288","ENSG00000161921"
"10289","ENSG00000142507"
"10290","ENSG00000129219"
"10291","ENSG00000141503"
"10292","ENSG00000108528"
"10293","ENSG00000108523"
"10294","ENSG00000108518"
"10295","ENSG00000108515"
"10296","ENSG00000091640"
"10297","ENSG00000108509"
"10298","ENSG00000262227"
"10299","ENSG00000129250"
"10300","ENSG00000180626"
"10301","ENSG00000161929"
"10302","ENSG00000029725"
"10303","ENSG00000108559"
"10304","ENSG00000129197"
"10305","ENSG00000108561"
"10306","ENSG00000005100"
"10307","ENSG00000072849"
"10308","ENSG00000167842"
"10309","ENSG00000091592"
"10310","ENSG00000129221"
"10311","ENSG00000091622"
"10312","ENSG00000198920"
"10313","ENSG00000282936"
"10314","ENSG00000129235"
"10315","ENSG00000108590"
"10316","ENSG00000132530"
"10317","ENSG00000215067"
"10318","ENSG00000262503"
"10319","ENSG00000262089"
"10320","ENSG00000219200"
"10321","ENSG00000174327"
"10322","ENSG00000132514"
"10323","ENSG00000161944"
"10324","ENSG00000132535"
"10325","ENSG00000072778"
"10326","ENSG00000004975"
"10327","ENSG00000040633"
"10328","ENSG00000170296"
"10329","ENSG00000175826"
"10330","ENSG00000170291"
"10331","ENSG00000181885"
"10332","ENSG00000132507"
"10333","ENSG00000132522"
"10334","ENSG00000215041"
"10335","ENSG00000072818"
"10336","ENSG00000213859"
"10337","ENSG00000205544"
"10338","ENSG00000181284"
"10339","ENSG00000161958"
"10340","ENSG00000170175"
"10341","ENSG00000174282"
"10342","ENSG00000181222"
"10343","ENSG00000161955"
"10344","ENSG00000161956"
"10345","ENSG00000161960"
"10346","ENSG00000233223"
"10347","ENSG00000129255"
"10348","ENSG00000262251"
"10349","ENSG00000141499"
"10350","ENSG00000132510"
"10351","ENSG00000183011"
"10352","ENSG00000182224"
"10353","ENSG00000170004"
"10354","ENSG00000252835"
"10355","ENSG00000170049"
"10356","ENSG00000170043"
"10357","ENSG00000170037"
"10358","ENSG00000179094"
"10359","ENSG00000220205"
"10360","ENSG00000179029"
"10361","ENSG00000196544"
"10362","ENSG00000178999"
"10363","ENSG00000178971"
"10364","ENSG00000178921"
"10365","ENSG00000125434"
"10366","ENSG00000108961"
"10367","ENSG00000161970"
"10368","ENSG00000166579"
"10369","ENSG00000133026"
"10370","ENSG00000185156"
"10371","ENSG00000276231"
"10372","ENSG00000141506"
"10373","ENSG00000265975"
"10374","ENSG00000065320"
"10375","ENSG00000170310"
"10376","ENSG00000271851"
"10377","ENSG00000154914"
"10378","ENSG00000007237"
"10379","ENSG00000109063"
"10380","ENSG00000133028"
"10381","ENSG00000154957"
"10382","ENSG00000065559"
"10383","ENSG00000006744"
"10384","ENSG00000236088"
"10385","ENSG00000006695"
"10386","ENSG00000125430"
"10387","ENSG00000266709"
"10388","ENSG00000221926"
"10389","ENSG00000233966"
"10390","ENSG00000214941"
"10391","ENSG00000011295"
"10392","ENSG00000275413"
"10393","ENSG00000141027"
"10394","ENSG00000108474"
"10395","ENSG00000166582"
"10396","ENSG00000170315"
"10397","ENSG00000187688"
"10398","ENSG00000175061"
"10399","ENSG00000197566"
"10400","ENSG00000133030"
"10401","ENSG00000278864"
"10402","ENSG00000179598"
"10403","ENSG00000154803"
"10404","ENSG00000141030"
"10405","ENSG00000205309"
"10406","ENSG00000215030"
"10407","ENSG00000141026"
"10408","ENSG00000133027"
"10409","ENSG00000108557"
"10410","ENSG00000072310"
"10411","ENSG00000175662"
"10412","ENSG00000171953"
"10413","ENSG00000141034"
"10414","ENSG00000108591"
"10415","ENSG00000091542"
"10416","ENSG00000131899"
"10417","ENSG00000177731"
"10418","ENSG00000177427"
"10419","ENSG00000177302"
"10420","ENSG00000176994"
"10421","ENSG00000176974"
"10422","ENSG00000171916"
"10423","ENSG00000174977"
"10424","ENSG00000171928"
"10425","ENSG00000141127"
"10426","ENSG00000188522"
"10427","ENSG00000154016"
"10428","ENSG00000265185"
"10429","ENSG00000262074"
"10430","ENSG00000262202"
"10431","ENSG00000263934"
"10432","ENSG00000072134"
"10433","ENSG00000166484"
"10434","ENSG00000189343"
"10435","ENSG00000072210"
"10436","ENSG00000108599"
"10437","ENSG00000128487"
"10438","ENSG00000225014"
"10439","ENSG00000154898"
"10440","ENSG00000189423"
"10441","ENSG00000170298"
"10442","ENSG00000124422"
"10443","ENSG00000109016"
"10444","ENSG00000178307"
"10445","ENSG00000235530"
"10446","ENSG00000274180"
"10447","ENSG00000034152"
"10448","ENSG00000109046"
"10449","ENSG00000141068"
"10450","ENSG00000265801"
"10451","ENSG00000168961"
"10452","ENSG00000266786"
"10453","ENSG00000087095"
"10454","ENSG00000109084"
"10455","ENSG00000109083"
"10456","ENSG00000109079"
"10457","ENSG00000004142"
"10458","ENSG00000244045"
"10459","ENSG00000004139"
"10460","ENSG00000258472"
"10461","ENSG00000263266"
"10462","ENSG00000109103"
"10463","ENSG00000087111"
"10464","ENSG00000109107"
"10465","ENSG00000076382"
"10466","ENSG00000264608"
"10467","ENSG00000167524"
"10468","ENSG00000007202"
"10469","ENSG00000132581"
"10470","ENSG00000109111"
"10471","ENSG00000167525"
"10472","ENSG00000198242"
"10473","ENSG00000264577"
"10474","ENSG00000238578"
"10475","ENSG00000160602"
"10476","ENSG00000076604"
"10477","ENSG00000173065"
"10478","ENSG00000132591"
"10479","ENSG00000132589"
"10480","ENSG00000167536"
"10481","ENSG00000109118"
"10482","ENSG00000179761"
"10483","ENSG00000196535"
"10484","ENSG00000221995"
"10485","ENSG00000108256"
"10486","ENSG00000266111"
"10487","ENSG00000160551"
"10488","ENSG00000168792"
"10489","ENSG00000167543"
"10490","ENSG00000108262"
"10491","ENSG00000198720"
"10492","ENSG00000141298"
"10493","ENSG00000265625"
"10494","ENSG00000240531"
"10495","ENSG00000265713"
"10496","ENSG00000176927"
"10497","ENSG00000126653"
"10498","ENSG00000108578"
"10499","ENSG00000108582"
"10500","ENSG00000108587"
"10501","ENSG00000264242"
"10502","ENSG00000266733"
"10503","ENSG00000214719"
"10504","ENSG00000248121"
"10505","ENSG00000264943"
"10506","ENSG00000250462"
"10507","ENSG00000264538"
"10508","ENSG00000263603"
"10509","ENSG00000280069"
"10510","ENSG00000176390"
"10511","ENSG00000266490"
"10512","ENSG00000176208"
"10513","ENSG00000172171"
"10514","ENSG00000275185"
"10515","ENSG00000184060"
"10516","ENSG00000181481"
"10517","ENSG00000264456"
"10518","ENSG00000264743"
"10519","ENSG00000265798"
"10520","ENSG00000196712"
"10521","ENSG00000266371"
"10522","ENSG00000185862"
"10523","ENSG00000126860"
"10524","ENSG00000263535"
"10525","ENSG00000131242"
"10526","ENSG00000172301"
"10527","ENSG00000108651"
"10528","ENSG00000178691"
"10529","ENSG00000185158"
"10530","ENSG00000266777"
"10531","ENSG00000278867"
"10532","ENSG00000126858"
"10533","ENSG00000280033"
"10534","ENSG00000108666"
"10535","ENSG00000010244"
"10536","ENSG00000108671"
"10537","ENSG00000176749"
"10538","ENSG00000176658"
"10539","ENSG00000279668"
"10540","ENSG00000279674"
"10541","ENSG00000226049"
"10542","ENSG00000108691"
"10543","ENSG00000108702"
"10544","ENSG00000132141"
"10545","ENSG00000198783"
"10546","ENSG00000005156"
"10547","ENSG00000092871"
"10548","ENSG00000185379"
"10549","ENSG00000073536"
"10550","ENSG00000166750"
"10551","ENSG00000172716"
"10552","ENSG00000267547"
"10553","ENSG00000267745"
"10554","ENSG00000267102"
"10555","ENSG00000172123"
"10556","ENSG00000154760"
"10557","ENSG00000205045"
"10558","ENSG00000267321"
"10559","ENSG00000108733"
"10560","ENSG00000006125"
"10561","ENSG00000270647"
"10562","ENSG00000270894"
"10563","ENSG00000271503"
"10564","ENSG00000274736"
"10565","ENSG00000277632"
"10566","ENSG00000275302"
"10567","ENSG00000274808"
"10568","ENSG00000276070"
"10569","ENSG00000274933"
"10570","ENSG00000261499"
"10571","ENSG00000260287"
"10572","ENSG00000274226"
"10573","ENSG00000275954"
"10574","ENSG00000273611"
"10575","ENSG00000278259"
"10576","ENSG00000277161"
"10577","ENSG00000278311"
"10578","ENSG00000278535"
"10579","ENSG00000278619"
"10580","ENSG00000275700"
"10581","ENSG00000277589"
"10582","ENSG00000277579"
"10583","ENSG00000278540"
"10584","ENSG00000274308"
"10585","ENSG00000275029"
"10586","ENSG00000276234"
"10587","ENSG00000275839"
"10588","ENSG00000276023"
"10589","ENSG00000275066"
"10590","ENSG00000278053"
"10591","ENSG00000273513"
"10592","ENSG00000274512"
"10593","ENSG00000274419"
"10594","ENSG00000278299"
"10595","ENSG00000274615"
"10596","ENSG00000278599"
"10597","ENSG00000274611"
"10598","ENSG00000274487"
"10599","ENSG00000278845"
"10600","ENSG00000274211"
"10601","ENSG00000275832"
"10602","ENSG00000277363"
"10603","ENSG00000273604"
"10604","ENSG00000275023"
"10605","ENSG00000277972"
"10606","ENSG00000277258"
"10607","ENSG00000277791"
"10608","ENSG00000276293"
"10609","ENSG00000273559"
"10610","ENSG00000125691"
"10611","ENSG00000002834"
"10612","ENSG00000263874"
"10613","ENSG00000108298"
"10614","ENSG00000108306"
"10615","ENSG00000125686"
"10616","ENSG00000167258"
"10617","ENSG00000273576"
"10618","ENSG00000131748"
"10619","ENSG00000173991"
"10620","ENSG00000161395"
"10621","ENSG00000141736"
"10622","ENSG00000141741"
"10623","ENSG00000073605"
"10624","ENSG00000172057"
"10625","ENSG00000108344"
"10626","ENSG00000008838"
"10627","ENSG00000126351"
"10628","ENSG00000126368"
"10629","ENSG00000188895"
"10630","ENSG00000108349"
"10631","ENSG00000108352"
"10632","ENSG00000171475"
"10633","ENSG00000094804"
"10634","ENSG00000131759"
"10635","ENSG00000266208"
"10636","ENSG00000131747"
"10637","ENSG00000141753"
"10638","ENSG00000073584"
"10639","ENSG00000278834"
"10640","ENSG00000186395"
"10641","ENSG00000167920"
"10642","ENSG00000173812"
"10643","ENSG00000173801"
"10644","ENSG00000259623"
"10645","ENSG00000178502"
"10646","ENSG00000131473"
"10647","ENSG00000173786"
"10648","ENSG00000168259"
"10649","ENSG00000168256"
"10650","ENSG00000267221"
"10651","ENSG00000108771"
"10652","ENSG00000108773"
"10653","ENSG00000108774"
"10654","ENSG00000089558"
"10655","ENSG00000167925"
"10656","ENSG00000173757"
"10657","ENSG00000236194"
"10658","ENSG00000278829"
"10659","ENSG00000126561"
"10660","ENSG00000168610"
"10661","ENSG00000033627"
"10662","ENSG00000267632"
"10663","ENSG00000108784"
"10664","ENSG00000266962"
"10665","ENSG00000068120"
"10666","ENSG00000108788"
"10667","ENSG00000131470"
"10668","ENSG00000141699"
"10669","ENSG00000131462"
"10670","ENSG00000068137"
"10671","ENSG00000108799"
"10672","ENSG00000131475"
"10673","ENSG00000183978"
"10674","ENSG00000126581"
"10675","ENSG00000131467"
"10676","ENSG00000131480"
"10677","ENSG00000266967"
"10678","ENSG00000198863"
"10679","ENSG00000131469"
"10680","ENSG00000068079"
"10681","ENSG00000108828"
"10682","ENSG00000012048"
"10683","ENSG00000198496"
"10684","ENSG00000267002"
"10685","ENSG00000188554"
"10686","ENSG00000184988"
"10687","ENSG00000278048"
"10688","ENSG00000279602"
"10689","ENSG00000188825"
"10690","ENSG00000067596"
"10691","ENSG00000175832"
"10692","ENSG00000108861"
"10693","ENSG00000091947"
"10694","ENSG00000161654"
"10695","ENSG00000141349"
"10696","ENSG00000108840"
"10697","ENSG00000125319"
"10698","ENSG00000267080"
"10699","ENSG00000168591"
"10700","ENSG00000087152"
"10701","ENSG00000108312"
"10702","ENSG00000260793"
"10703","ENSG00000013306"
"10704","ENSG00000030582"
"10705","ENSG00000186566"
"10706","ENSG00000283045"
"10707","ENSG00000180329"
"10708","ENSG00000267160"
"10709","ENSG00000161692"
"10710","ENSG00000073670"
"10711","ENSG00000108883"
"10712","ENSG00000186185"
"10713","ENSG00000172992"
"10714","ENSG00000136448"
"10715","ENSG00000181513"
"10716","ENSG00000276728"
"10717","ENSG00000186834"
"10718","ENSG00000224505"
"10719","ENSG00000168517"
"10720","ENSG00000267121"
"10721","ENSG00000184922"
"10722","ENSG00000267278"
"10723","ENSG00000006062"
"10724","ENSG00000159314"
"10725","ENSG00000225190"
"10726","ENSG00000214425"
"10727","ENSG00000266918"
"10728","ENSG00000263503"
"10729","ENSG00000204650"
"10730","ENSG00000120071"
"10731","ENSG00000214401"
"10732","ENSG00000238723"
"10733","ENSG00000262500"
"10734","ENSG00000228696"
"10735","ENSG00000176681"
"10736","ENSG00000265411"
"10737","ENSG00000260075"
"10738","ENSG00000266497"
"10739","ENSG00000238083"
"10740","ENSG00000185829"
"10741","ENSG00000232300"
"10742","ENSG00000073969"
"10743","ENSG00000213326"
"10744","ENSG00000108433"
"10745","ENSG00000262879"
"10746","ENSG00000004897"
"10747","ENSG00000239291"
"10748","ENSG00000262265"
"10749","ENSG00000178852"
"10750","ENSG00000228782"
"10751","ENSG00000141279"
"10752","ENSG00000263766"
"10753","ENSG00000108424"
"10754","ENSG00000198933"
"10755","ENSG00000006025"
"10756","ENSG00000159111"
"10757","ENSG00000141295"
"10758","ENSG00000264920"
"10759","ENSG00000167182"
"10760","ENSG00000108439"
"10761","ENSG00000108465"
"10762","ENSG00000263412"
"10763","ENSG00000082641"
"10764","ENSG00000108468"
"10765","ENSG00000002919"
"10766","ENSG00000108511"
"10767","ENSG00000136436"
"10768","ENSG00000159199"
"10769","ENSG00000159202"
"10770","ENSG00000159210"
"10771","ENSG00000159217"
"10772","ENSG00000252636"
"10773","ENSG00000251550"
"10774","ENSG00000167083"
"10775","ENSG00000108798"
"10776","ENSG00000198740"
"10777","ENSG00000167085"
"10778","ENSG00000064300"
"10779","ENSG00000121067"
"10780","ENSG00000121073"
"10781","ENSG00000121104"
"10782","ENSG00000136504"
"10783","ENSG00000235183"
"10784","ENSG00000204584"
"10785","ENSG00000108813"
"10786","ENSG00000108819"
"10787","ENSG00000167105"
"10788","ENSG00000015532"
"10789","ENSG00000279792"
"10790","ENSG00000108826"
"10791","ENSG00000154920"
"10792","ENSG00000108829"
"10793","ENSG00000167107"
"10794","ENSG00000136444"
"10795","ENSG00000006282"
"10796","ENSG00000154945"
"10797","ENSG00000108848"
"10798","ENSG00000278963"
"10799","ENSG00000141232"
"10800","ENSG00000008294"
"10801","ENSG00000239672"
"10802","ENSG00000243678"
"10803","ENSG00000011258"
"10804","ENSG00000279089"
"10805","ENSG00000264895"
"10806","ENSG00000011260"
"10807","ENSG00000166260"
"10808","ENSG00000279059"
"10809","ENSG00000166263"
"10810","ENSG00000108960"
"10811","ENSG00000141179"
"10812","ENSG00000214226"
"10813","ENSG00000153933"
"10814","ENSG00000121060"
"10815","ENSG00000274213"
"10816","ENSG00000121058"
"10817","ENSG00000121064"
"10818","ENSG00000263120"
"10819","ENSG00000121057"
"10820","ENSG00000153944"
"10821","ENSG00000279555"
"10822","ENSG00000279281"
"10823","ENSG00000280028"
"10824","ENSG00000181610"
"10825","ENSG00000136451"
"10826","ENSG00000264112"
"10827","ENSG00000136450"
"10828","ENSG00000279069"
"10829","ENSG00000264364"
"10830","ENSG00000279207"
"10831","ENSG00000011143"
"10832","ENSG00000005381"
"10833","ENSG00000005379"
"10834","ENSG00000265148"
"10835","ENSG00000265206"
"10836","ENSG00000213246"
"10837","ENSG00000108389"
"10838","ENSG00000212195"
"10839","ENSG00000108384"
"10840","ENSG00000108395"
"10841","ENSG00000182628"
"10842","ENSG00000211514"
"10843","ENSG00000068489"
"10844","ENSG00000167447"
"10845","ENSG00000153982"
"10846","ENSG00000175155"
"10847","ENSG00000108406"
"10848","ENSG00000273702"
"10849","ENSG00000141367"
"10850","ENSG00000141378"
"10851","ENSG00000062716"
"10852","ENSG00000108423"
"10853","ENSG00000108443"
"10854","ENSG00000189050"
"10855","ENSG00000068097"
"10856","ENSG00000267526"
"10857","ENSG00000170832"
"10858","ENSG00000241157"
"10859","ENSG00000062725"
"10860","ENSG00000170836"
"10861","ENSG00000141376"
"10862","ENSG00000136492"
"10863","ENSG00000108506"
"10864","ENSG00000108510"
"10865","ENSG00000279133"
"10866","ENSG00000087995"
"10867","ENSG00000146872"
"10868","ENSG00000264546"
"10869","ENSG00000011028"
"10870","ENSG00000170921"
"10871","ENSG00000008283"
"10872","ENSG00000136485"
"10873","ENSG00000136463"
"10874","ENSG00000198909"
"10875","ENSG00000263883"
"10876","ENSG00000266173"
"10877","ENSG00000136490"
"10878","ENSG00000279369"
"10879","ENSG00000108588"
"10880","ENSG00000198231"
"10881","ENSG00000108592"
"10882","ENSG00000087191"
"10883","ENSG00000108604"
"10884","ENSG00000007312"
"10885","ENSG00000108622"
"10886","ENSG00000178607"
"10887","ENSG00000266402"
"10888","ENSG00000199753"
"10889","ENSG00000136478"
"10890","ENSG00000261371"
"10891","ENSG00000271605"
"10892","ENSG00000256525"
"10893","ENSG00000108654"
"10894","ENSG00000258890"
"10895","ENSG00000108854"
"10896","ENSG00000215769"
"10897","ENSG00000265982"
"10898","ENSG00000214176"
"10899","ENSG00000176809"
"10900","ENSG00000264057"
"10901","ENSG00000214174"
"10902","ENSG00000120063"
"10903","ENSG00000154229"
"10904","ENSG00000244044"
"10905","ENSG00000229330"
"10906","ENSG00000198265"
"10907","ENSG00000197170"
"10908","ENSG00000154217"
"10909","ENSG00000130935"
"10910","ENSG00000171634"
"10911","ENSG00000279573"
"10912","ENSG00000279880"
"10913","ENSG00000186665"
"10914","ENSG00000182481"
"10915","ENSG00000274712"
"10916","ENSG00000196704"
"10917","ENSG00000141337"
"10918","ENSG00000070540"
"10919","ENSG00000108946"
"10920","ENSG00000123700"
"10921","ENSG00000133195"
"10922","ENSG00000166685"
"10923","ENSG00000277728"
"10924","ENSG00000133193"
"10925","ENSG00000141219"
"10926","ENSG00000179604"
"10927","ENSG00000172809"
"10928","ENSG00000141540"
"10929","ENSG00000170412"
"10930","ENSG00000167851"
"10931","ENSG00000178789"
"10932","ENSG00000167850"
"10933","ENSG00000261222"
"10934","ENSG00000172794"
"10935","ENSG00000186074"
"10936","ENSG00000109062"
"10937","ENSG00000109065"
"10938","ENSG00000109066"
"10939","ENSG00000161513"
"10940","ENSG00000109089"
"10941","ENSG00000167862"
"10942","ENSG00000180901"
"10943","ENSG00000167863"
"10944","ENSG00000125449"
"10945","ENSG00000125458"
"10946","ENSG00000189159"
"10947","ENSG00000265800"
"10948","ENSG00000263786"
"10949","ENSG00000188612"
"10950","ENSG00000125450"
"10951","ENSG00000125447"
"10952","ENSG00000125445"
"10953","ENSG00000125457"
"10954","ENSG00000263843"
"10955","ENSG00000125454"
"10956","ENSG00000177885"
"10957","ENSG00000264853"
"10958","ENSG00000177728"
"10959","ENSG00000182173"
"10960","ENSG00000073350"
"10961","ENSG00000108469"
"10962","ENSG00000161526"
"10963","ENSG00000108479"
"10964","ENSG00000132475"
"10965","ENSG00000132478"
"10966","ENSG00000092929"
"10967","ENSG00000132471"
"10968","ENSG00000141569"
"10969","ENSG00000204316"
"10970","ENSG00000188878"
"10971","ENSG00000161533"
"10972","ENSG00000167881"
"10973","ENSG00000182473"
"10974","ENSG00000185262"
"10975","ENSG00000129646"
"10976","ENSG00000161542"
"10977","ENSG00000176170"
"10978","ENSG00000175931"
"10979","ENSG00000242931"
"10980","ENSG00000129667"
"10981","ENSG00000163597"
"10982","ENSG00000182534"
"10983","ENSG00000070495"
"10984","ENSG00000181038"
"10985","ENSG00000161547"
"10986","ENSG00000092931"
"10987","ENSG00000234912"
"10988","ENSG00000129657"
"10989","ENSG00000184640"
"10990","ENSG00000279801"
"10991","ENSG00000078687"
"10992","ENSG00000279600"
"10993","ENSG00000204282"
"10994","ENSG00000141524"
"10995","ENSG00000167895"
"10996","ENSG00000108639"
"10997","ENSG00000167900"
"10998","ENSG00000183077"
"10999","ENSG00000089685"
"11000","ENSG00000184557"
"11001","ENSG00000087157"
"11002","ENSG00000187775"
"11003","ENSG00000267123"
"11004","ENSG00000108669"
"11005","ENSG00000279570"
"11006","ENSG00000252391"
"11007","ENSG00000055483"
"11008","ENSG00000035862"
"11009","ENSG00000178404"
"11010","ENSG00000108679"
"11011","ENSG00000171302"
"11012","ENSG00000167280"
"11013","ENSG00000173894"
"11014","ENSG00000141570"
"11015","ENSG00000141582"
"11016","ENSG00000167291"
"11017","ENSG00000171298"
"11018","ENSG00000141543"
"11019","ENSG00000173821"
"11020","ENSG00000280248"
"11021","ENSG00000173818"
"11022","ENSG00000260369"
"11023","ENSG00000141564"
"11024","ENSG00000176108"
"11025","ENSG00000280351"
"11026","ENSG00000226137"
"11027","ENSG00000175866"
"11028","ENSG00000141577"
"11029","ENSG00000167302"
"11030","ENSG00000224877"
"11031","ENSG00000157637"
"11032","ENSG00000266074"
"11033","ENSG00000184009"
"11034","ENSG00000185504"
"11035","ENSG00000182446"
"11036","ENSG00000204237"
"11037","ENSG00000185298"
"11038","ENSG00000214087"
"11039","ENSG00000185359"
"11040","ENSG00000262049"
"11041","ENSG00000262814"
"11042","ENSG00000183048"
"11043","ENSG00000225663"
"11044","ENSG00000185624"
"11045","ENSG00000141522"
"11046","ENSG00000263731"
"11047","ENSG00000183684"
"11048","ENSG00000141552"
"11049","ENSG00000185813"
"11050","ENSG00000187531"
"11051","ENSG00000197063"
"11052","ENSG00000183010"
"11053","ENSG00000169696"
"11054","ENSG00000169689"
"11055","ENSG00000169683"
"11056","ENSG00000169750"
"11057","ENSG00000169738"
"11058","ENSG00000169733"
"11059","ENSG00000169727"
"11060","ENSG00000169718"
"11061","ENSG00000169710"
"11062","ENSG00000176155"
"11063","ENSG00000141526"
"11064","ENSG00000141551"
"11065","ENSG00000275888"
"11066","ENSG00000280407"
"11067","ENSG00000260563"
"11068","ENSG00000181396"
"11069","ENSG00000169660"
"11070","ENSG00000279066"
"11071","ENSG00000178927"
"11072","ENSG00000141562"
"11073","ENSG00000279744"
"11074","ENSG00000266236"
"11075","ENSG00000141568"
"11076","ENSG00000262652"
"11077","ENSG00000141580"
"11078","ENSG00000141542"
"11079","ENSG00000141560"
"11080","ENSG00000141556"
"11081","ENSG00000262663"
"11082","ENSG00000175711"
"11083","ENSG00000176845"
"11084","ENSG00000274370"
"11085","ENSG00000261888"
"11086","ENSG00000263006"
"11087","ENSG00000101557"
"11088","ENSG00000079134"
"11089","ENSG00000263884"
"11090","ENSG00000176912"
"11091","ENSG00000176890"
"11092","ENSG00000132199"
"11093","ENSG00000176105"
"11094","ENSG00000264635"
"11095","ENSG00000101574"
"11096","ENSG00000266783"
"11097","ENSG00000080986"
"11098","ENSG00000101596"
"11099","ENSG00000207034"
"11100","ENSG00000132205"
"11101","ENSG00000101577"
"11102","ENSG00000263606"
"11103","ENSG00000101605"
"11104","ENSG00000272688"
"11105","ENSG00000101608"
"11106","ENSG00000118680"
"11107","ENSG00000177426"
"11108","ENSG00000263753"
"11109","ENSG00000198081"
"11110","ENSG00000082397"
"11111","ENSG00000235552"
"11112","ENSG00000206418"
"11113","ENSG00000178127"
"11114","ENSG00000101745"
"11115","ENSG00000273284"
"11116","ENSG00000128791"
"11117","ENSG00000017797"
"11118","ENSG00000266805"
"11119","ENSG00000154845"
"11120","ENSG00000168461"
"11121","ENSG00000266127"
"11122","ENSG00000168454"
"11123","ENSG00000101558"
"11124","ENSG00000134265"
"11125","ENSG00000255112"
"11126","ENSG00000154889"
"11127","ENSG00000141401"
"11128","ENSG00000141385"
"11129","ENSG00000134278"
"11130","ENSG00000128789"
"11131","ENSG00000101624"
"11132","ENSG00000175354"
"11133","ENSG00000085415"
"11134","ENSG00000101639"
"11135","ENSG00000168675"
"11136","ENSG00000267702"
"11137","ENSG00000272746"
"11138","ENSG00000177150"
"11139","ENSG00000101654"
"11140","ENSG00000175322"
"11141","ENSG00000067900"
"11142","ENSG00000141446"
"11143","ENSG00000167088"
"11144","ENSG00000158201"
"11145","ENSG00000101752"
"11146","ENSG00000141448"
"11147","ENSG00000101773"
"11148","ENSG00000134508"
"11149","ENSG00000134490"
"11150","ENSG00000101782"
"11151","ENSG00000141452"
"11152","ENSG00000141458"
"11153","ENSG00000168234"
"11154","ENSG00000154040"
"11155","ENSG00000141447"
"11156","ENSG00000154059"
"11157","ENSG00000134489"
"11158","ENSG00000141380"
"11159","ENSG00000141384"
"11160","ENSG00000134504"
"11161","ENSG00000153339"
"11162","ENSG00000276282"
"11163","ENSG00000101695"
"11164","ENSG00000134758"
"11165","ENSG00000215492"
"11166","ENSG00000166974"
"11167","ENSG00000186812"
"11168","ENSG00000186814"
"11169","ENSG00000268573"
"11170","ENSG00000257267"
"11171","ENSG00000172466"
"11172","ENSG00000153391"
"11173","ENSG00000141429"
"11174","ENSG00000283514"
"11175","ENSG00000266965"
"11176","ENSG00000267397"
"11177","ENSG00000141428"
"11178","ENSG00000278986"
"11179","ENSG00000141425"
"11180","ENSG00000141424"
"11181","ENSG00000134759"
"11182","ENSG00000134779"
"11183","ENSG00000150477"
"11184","ENSG00000078142"
"11185","ENSG00000267586"
"11186","ENSG00000152223"
"11187","ENSG00000152229"
"11188","ENSG00000152234"
"11189","ENSG00000152240"
"11190","ENSG00000152242"
"11191","ENSG00000078043"
"11192","ENSG00000167216"
"11193","ENSG00000167220"
"11194","ENSG00000134049"
"11195","ENSG00000175387"
"11196","ENSG00000279366"
"11197","ENSG00000184828"
"11198","ENSG00000278891"
"11199","ENSG00000134030"
"11200","ENSG00000101665"
"11201","ENSG00000141627"
"11202","ENSG00000177576"
"11203","ENSG00000265681"
"11204","ENSG00000141644"
"11205","ENSG00000154832"
"11206","ENSG00000154839"
"11207","ENSG00000082212"
"11208","ENSG00000141642"
"11209","ENSG00000141646"
"11210","ENSG00000176624"
"11211","ENSG00000134046"
"11212","ENSG00000101751"
"11213","ENSG00000166845"
"11214","ENSG00000264350"
"11215","ENSG00000091164"
"11216","ENSG00000091157"
"11217","ENSG00000066926"
"11218","ENSG00000134440"
"11219","ENSG00000267040"
"11220","ENSG00000172175"
"11221","ENSG00000166562"
"11222","ENSG00000074695"
"11223","ENSG00000141682"
"11224","ENSG00000197563"
"11225","ENSG00000134444"
"11226","ENSG00000266900"
"11227","ENSG00000141664"
"11228","ENSG00000279236"
"11229","ENSG00000081913"
"11230","ENSG00000171791"
"11231","ENSG00000119537"
"11232","ENSG00000119541"
"11233","ENSG00000267430"
"11234","ENSG00000166401"
"11235","ENSG00000166479"
"11236","ENSG00000150637"
"11237","ENSG00000176225"
"11238","ENSG00000075336"
"11239","ENSG00000133313"
"11240","ENSG00000276934"
"11241","ENSG00000264247"
"11242","ENSG00000215421"
"11243","ENSG00000273669"
"11244","ENSG00000180011"
"11245","ENSG00000179981"
"11246","ENSG00000101493"
"11247","ENSG00000280205"
"11248","ENSG00000264278"
"11249","ENSG00000278107"
"11250","ENSG00000130856"
"11251","ENSG00000266844"
"11252","ENSG00000197971"
"11253","ENSG00000279811"
"11254","ENSG00000279433"
"11255","ENSG00000166377"
"11256","ENSG00000279416"
"11257","ENSG00000267655"
"11258","ENSG00000279474"
"11259","ENSG00000279077"
