"","distance","condition","norm","proportion"
"4159",138700000,"control",0.1631163331,4.09959835749449e-05
"4160",138700000,"mig14",0.168694456,3.77791241363924e-05
"4161",138700000,"mig5",0.1634387776,6.0062137324069e-05
"4162",138800000,"control",0.163834602,4.11765059019687e-05
"4163",138800000,"mig14",0.1579442423,3.53716137327011e-05
"4164",138800000,"mig5",0.143171703,5.26141874821928e-05
"4165",138900000,"control",0.1586396094,3.98708498266142e-05
"4166",138900000,"mig14",0.159864166,3.58015806534557e-05
"4167",138900000,"mig5",0.1496118479,5.49808771567655e-05
"4168",1.39e+08,"control",0.1681725502,4.22667612416785e-05
"4169",1.39e+08,"mig14",0.1541145899,3.4513963061485e-05
"4170",1.39e+08,"mig5",0.1627066166,5.97930753843563e-05
"4171",139100000,"control",0.1819978739,4.57414760820129e-05
"4172",139100000,"mig14",0.1658432885,3.71406051626796e-05
"4173",139100000,"mig5",0.1495260066,5.49493313264284e-05
"4174",139200000,"control",0.1687063102,4.24009109971144e-05
"4175",139200000,"mig14",0.1670687742,3.74150526903902e-05
"4176",139200000,"mig5",0.1547688018,5.68760068063138e-05
"4177",139300000,"control",0.182571382,4.58856157165968e-05
"4178",139300000,"mig14",0.1574185961,3.52538952639825e-05
"4179",139300000,"mig5",0.1566991117,5.75853766388242e-05
"4180",139400000,"control",0.1724855257,4.33507401994984e-05
"4181",139400000,"mig14",0.176309542,3.94845226783771e-05
"4182",139400000,"mig5",0.1354530629,4.97776634427395e-05
"4183",139500000,"control",0.1855729415,4.66399968482875e-05
"4184",139500000,"mig14",0.1813964499,4.06237357241484e-05
"4185",139500000,"mig5",0.1529826252,5.62196045386904e-05
"4186",139600000,"control",0.1580004292,3.97102048410224e-05
"4187",139600000,"mig14",0.1602670445,3.58918052952387e-05
"4188",139600000,"mig5",0.1672095267,6.14478503940302e-05
"4189",139700000,"control",0.1581962487,3.9759420102628e-05
"4190",139700000,"mig14",0.1518160656,3.39992085347552e-05
"4191",139700000,"mig5",0.1724346277,6.33680234300902e-05
"4192",139800000,"control",0.170672643,4.28951088842276e-05
"4193",139800000,"mig14",0.172309766,3.85887728262197e-05
"4194",139800000,"mig5",0.1608407418,5.91073848150019e-05
"4195",139900000,"control",0.1532584111,3.85183947233899e-05
"4196",139900000,"mig14",0.1620261893,3.62857657806568e-05
"4197",139900000,"mig5",0.1749180279,6.42806484878233e-05
"4198",1.4e+08,"control",0.1454902627,3.65660281015943e-05
"4199",1.4e+08,"mig14",0.1731241271,3.87711489980173e-05
"4200",1.4e+08,"mig5",0.1588204155,5.83649348441205e-05
"4201",140100000,"control",0.1447225013,3.63730668380244e-05
"4202",140100000,"mig14",0.143214236,3.20728287593671e-05
"4203",140100000,"mig5",0.1463711578,5.37899555366386e-05
"4204",140200000,"control",0.1705110961,4.28545073458463e-05
"4205",140200000,"mig14",0.1834869296,4.10918986618261e-05
"4206",140200000,"mig5",0.1419754116,5.21745622023082e-05
"4207",140300000,"control",0.1612054156,4.05157132000889e-05
"4208",140300000,"mig14",0.1452127309,3.25203917006949e-05
"4209",140300000,"mig5",0.1560955048,5.73635570617941e-05
"4210",140400000,"control",0.1637139166,4.11461740732541e-05
"4211",140400000,"mig14",0.1629885006,3.65012754003716e-05
"4212",140400000,"mig5",0.1679381968,6.17156294624546e-05
"4213",140500000,"control",0.1651009334,4.14947726278582e-05
"4214",140500000,"mig14",0.1388644156,3.10986864623457e-05
"4215",140500000,"mig5",0.1392863775,5.11863687163132e-05
"4216",140600000,"control",0.1327125681,3.33546135976518e-05
"4217",140600000,"mig14",0.1453459224,3.25502199376846e-05
"4218",140600000,"mig5",0.1554006813,5.7108216284741e-05
"4219",140700000,"control",0.1794964574,4.51127957543033e-05
"4220",140700000,"mig14",0.1644782512,3.68349050535575e-05
"4221",140700000,"mig5",0.1355804911,4.98244920482868e-05
"4222",140800000,"control",0.1719102262,4.32061503328404e-05
"4223",140800000,"mig14",0.1726333202,3.86612327906815e-05
"4224",140800000,"mig5",0.1586220422,5.82920346146829e-05
"4225",140900000,"control",0.1543871629,3.88020836058799e-05
"4226",140900000,"mig14",0.154462853,3.45919565842065e-05
"4227",140900000,"mig5",0.13765361652,5.0586345174543e-05
"4228",1.41e+08,"control",0.1467845225,3.68913140646498e-05
"4229",1.41e+08,"mig14",0.2032741782,4.55232530696856e-05
"4230",1.41e+08,"mig5",0.1606196646,5.9026141126444e-05
"4231",141100000,"control",0.1863539137,4.68362783786237e-05
"4232",141100000,"mig14",0.1591299178,3.56371457659528e-05
"4233",141100000,"mig5",0.1863917867,6.84971415795389e-05
"4234",141200000,"control",0.1504385229,3.78096729900519e-05
"4235",141200000,"mig14",0.1493333088,3.34431951388694e-05
"4236",141200000,"mig5",0.1507714301,5.54070121680381e-05
"4237",141300000,"control",0.153483897,3.85750660332282e-05
"4238",141300000,"mig14",0.1763318971,3.94895291031169e-05
"4239",141300000,"mig5",0.1490334445,5.47683196171801e-05
"4240",141400000,"control",0.1956362203,4.91691979684596e-05
"4241",141400000,"mig14",0.1634478761,3.66041525455441e-05
"4242",141400000,"mig5",0.19004139998,6.98383384314854e-05
"4243",141500000,"control",0.151703686,3.81276460874206e-05
"4244",141500000,"mig14",0.1760233482,3.94204295756537e-05
"4245",141500000,"mig5",0.1455437757,5.34859007826848e-05
"4246",141600000,"control",0.1568933348,3.94319591069764e-05
"4247",141600000,"mig14",0.1652010586,3.69967777738519e-05
"4248",141600000,"mig5",0.1431679219,5.26127979652693e-05
"4249",141700000,"control",0.1502233604,3.77555962575242e-05
"4250",141700000,"mig14",0.1508690019,3.37871136151251e-05
"4251",141700000,"mig5",0.1345337606,4.94398289227086e-05
"4252",141800000,"control",0.1568473254,3.94203955770046e-05
"4253",141800000,"mig14",0.1554297075,3.48084836535805e-05
"4254",141800000,"mig5",0.1380265766,5.07234043221352e-05
"4255",141900000,"control",0.1441637775,3.62326429375331e-05
"4256",141900000,"mig14",0.1762172445,3.94638526528608e-05
"4257",141900000,"mig5",0.14000527905,5.14505579390463e-05
"4258",1.42e+08,"control",0.1831603586,4.6033643045073e-05
"4259",1.42e+08,"mig14",0.1739836198,3.89636323918262e-05
"4260",1.42e+08,"mig5",0.1460332873,5.36657914632973e-05
"4261",142100000,"control",0.1548015613,3.89062342428946e-05
"4262",142100000,"mig14",0.1708097562,3.82528456251503e-05
"4263",142100000,"mig5",0.136824273,5.02815696181021e-05
"4264",142200000,"control",0.158402208,3.98111837974061e-05
"4265",142200000,"mig14",0.1597711303,3.57807453080463e-05
"4266",142200000,"mig5",0.1600370475,5.88120350937056e-05
"4267",142300000,"control",0.1724144522,4.33328773160995e-05
"4268",142300000,"mig14",0.174871611,3.91624980248309e-05
"4269",142300000,"mig5",0.1538021667,5.65207779495455e-05
"4270",142400000,"control",0.1617916883,4.06630609581145e-05
"4271",142400000,"mig14",0.1638064388,3.66844526637293e-05
"4272",142400000,"mig5",0.1525897293,5.60752191740518e-05
"4273",142500000,"control",0.1731138357,4.35086531806845e-05
"4274",142500000,"mig14",0.1818291928,4.0720648498438e-05
"4275",142500000,"mig5",0.1597479175,5.87057826729551e-05
"4276",142600000,"control",0.1454485193,3.65555367442407e-05
"4277",142600000,"mig14",0.1623741627,3.6363694425062e-05
"4278",142600000,"mig5",0.18545416258,6.81525739715284e-05
"4279",142700000,"control",0.1530636752,3.84694518026773e-05
"4280",142700000,"mig14",0.1669821283,3.73956483407178e-05
"4281",142700000,"mig5",0.1413330097,5.19384858457567e-05
"4282",142800000,"control",0.1687225068,4.24049816841814e-05
"4283",142800000,"mig14",0.1555973106,3.48460183685361e-05
"4284",142800000,"mig5",0.1360830498,5.00091774093501e-05
"4285",142900000,"control",0.1677845918,4.2169255762663e-05
"4286",142900000,"mig14",0.1582098016,3.54310857390619e-05
"4287",142900000,"mig5",0.1281267367,4.70853108886702e-05
"4288",1.43e+08,"control",0.1501914217,3.77475691127514e-05
"4289",1.43e+08,"mig14",0.1615305672,3.61747712092605e-05
"4290",1.43e+08,"mig5",0.14477017605,5.32016105481735e-05
"4291",143100000,"control",0.1590509384,3.99742290321629e-05
"4292",143100000,"mig14",0.1551791524,3.47523718378733e-05
"4293",143100000,"mig5",0.1361218117,5.00234220249483e-05
"4294",143200000,"control",0.148694587,3.73713700552481e-05
"4295",143200000,"mig14",0.1715935617,3.84283788701983e-05
"4296",143200000,"mig5",0.1360042929,4.99802350260768e-05
"4297",143300000,"control",0.1635074795,4.10942902931322e-05
"4298",143300000,"mig14",0.1446300784,3.23899066708497e-05
"4299",143300000,"mig5",0.1593822849,5.85714163019271e-05
"4300",143400000,"control",0.1616329489,4.06231650279436e-05
"4301",143400000,"mig14",0.1516565343,3.39634814994439e-05
"4302",143400000,"mig5",0.1484913496,5.45691050929124e-05
"4303",143500000,"control",0.1441266487,3.62233113663408e-05
"4304",143500000,"mig14",0.1688528387,3.78145939427288e-05
"4305",143500000,"mig5",0.1333081136,4.89894157496182e-05
"4306",143600000,"control",0.1398727665,3.51541843115164e-05
"4307",143600000,"mig14",0.1425434082,3.19225968707131e-05
"4308",143600000,"mig5",0.1353519441,4.97405032819697e-05
"4309",143700000,"control",0.1531782254,3.84982416732467e-05
"4310",143700000,"mig14",0.1514836529,3.39247647091809e-05
"4311",143700000,"mig5",0.1461149134,5.36957882492462e-05
"4312",143800000,"control",0.1521961699,3.82514219318846e-05
"4313",143800000,"mig14",0.1450894671,3.24927867721623e-05
"4314",143800000,"mig5",0.1369247592,5.03184973046169e-05
"4315",143900000,"control",0.1520172598,3.82064565051759e-05
"4316",143900000,"mig14",0.168424197,3.77185996321966e-05
"4317",143900000,"mig5",0.1445784708,5.31311607612849e-05
"4318",1.44e+08,"control",0.1681842622,4.22697048154489e-05
"4319",1.44e+08,"mig14",0.1610653574,3.60705874725782e-05
"4320",1.44e+08,"mig5",0.13580020589,4.99052350646192e-05
"4321",144100000,"control",0.1398316858,3.51438595103733e-05
"4322",144100000,"mig14",0.153544365,3.43862611927124e-05
"4323",144100000,"mig5",0.14510712,5.33254341235366e-05
"4324",144200000,"control",0.1229510284,3.09012484833071e-05
"4325",144200000,"mig14",0.1568888695,3.51352629896667e-05
"4326",144200000,"mig5",0.1520732515,5.58854186811458e-05
"4327",144300000,"control",0.1454297446,3.65508181040028e-05
"4328",144300000,"mig14",0.1350838954,3.0252038947528e-05
"4329",144300000,"mig5",0.1338029057,4.91712469618523e-05
"4330",144400000,"control",0.1604496637,4.03257702808833e-05
"4331",144400000,"mig14",0.165606076,3.7087481422299e-05
"4332",144400000,"mig5",0.1518652029,5.58089628744715e-05
"4333",144500000,"control",0.1601023138,4.02384709251135e-05
"4334",144500000,"mig14",0.1526755605,3.41916924212541e-05
"4335",144500000,"mig5",0.1661524606,6.10593890374836e-05
"4336",144600000,"control",0.1452664913,3.65097876965742e-05
"4337",144600000,"mig14",0.1758895052,3.93904554352363e-05
"4338",144600000,"mig5",0.14555355512,5.34894946229938e-05
"4339",144700000,"control",0.1710464909,4.29890679751209e-05
"4340",144700000,"mig14",0.1646489402,3.68731308558311e-05
"4341",144700000,"mig5",0.1274951887,4.68532232332206e-05
"4342",144800000,"control",0.1486168587,3.73518346227776e-05
"4343",144800000,"mig14",0.1500047538,3.3593565249466e-05
"4344",144800000,"mig5",0.1375255393,5.05392780605528e-05
"4345",144900000,"control",0.1547160283,3.88847372572987e-05
"4346",144900000,"mig14",0.1593381056,3.56837694246454e-05
"4347",144900000,"mig5",0.1341386851,4.92946425765867e-05
"4348",1.45e+08,"control",0.1623994794,4.08158169297518e-05
"4349",1.45e+08,"mig14",0.1604327019,3.59289042706711e-05
"4350",1.45e+08,"mig5",0.1514497045,5.56562713142115e-05
"4351",145100000,"control",0.1415390614,3.55729737549349e-05
"4352",145100000,"mig14",0.1489563988,3.33587861427714e-05
"4353",145100000,"mig5",0.15878169,5.8350703605163e-05
"4354",145200000,"control",0.1392053107,3.49864328270772e-05
"4355",145200000,"mig14",0.153622256,3.44037048824927e-05
"4356",145200000,"mig5",0.1492055205,5.48315558484707e-05
"4357",145300000,"control",0.1372116284,3.44853611975774e-05
"4358",145300000,"mig14",0.1495187337,3.34847210460105e-05
"4359",145300000,"mig5",0.145582624,5.350017714943e-05
"4360",145400000,"control",0.1434205685,3.60458524219686e-05
"4361",145400000,"mig14",0.1520428938,3.40500067111069e-05
"4362",145400000,"mig5",0.12822330817,4.71207999505556e-05
"4363",145500000,"control",0.153537969,3.85886559342622e-05
"4364",145500000,"mig14",0.1592755234,3.56697541406901e-05
"4365",145500000,"mig5",0.1309876414,4.81366651234835e-05
"4366",145600000,"control",0.1440706688,3.62092419533193e-05
"4367",145600000,"mig14",0.1478860856,3.31190894970938e-05
"4368",145600000,"mig5",0.1295973418,4.76257437453197e-05
"4369",145700000,"control",0.153768479,3.86465899497851e-05
"4370",145700000,"mig14",0.1608591892,3.60244161033142e-05
"4371",145700000,"mig5",0.1317598757,4.84204536053484e-05
"4372",145800000,"control",0.145699255,3.66185540794364e-05
"4373",145800000,"mig14",0.1697647736,3.80188217674501e-05
"4374",145800000,"mig5",0.1160446938,4.26452793950971e-05
"4375",145900000,"control",0.1482989251,3.72719284576756e-05
"4376",145900000,"mig14",0.124518051,2.78858180493533e-05
"4377",145900000,"mig5",0.1386867502,5.0966011602997e-05
"4378",1.46e+08,"control",0.1708211934,4.29324440158034e-05
"4379",1.46e+08,"mig14",0.1306024236,2.92484133189184e-05
"4380",1.46e+08,"mig5",0.1475530224,5.42242791099426e-05
"4381",146100000,"control",0.1406493661,3.53493668774854e-05
"4382",146100000,"mig14",0.1555848353,3.48432245250482e-05
"4383",146100000,"mig5",0.1612718877,5.92658266770421e-05
"4384",146200000,"control",0.1566507308,3.93709855097271e-05
"4385",146200000,"mig14",0.1478916614,3.31203381975274e-05
"4386",146200000,"mig5",0.1305643929,4.79811254779814e-05
"4387",146300000,"control",0.1432523341,3.60035701160335e-05
"4388",146300000,"mig14",0.1585633315,3.55102587616657e-05
"4389",146300000,"mig5",0.1391283651,5.11283007191887e-05
"4390",146400000,"control",0.1461621531,3.67348941328438e-05
"4391",146400000,"mig14",0.1427460068,3.1967968828042e-05
"4392",146400000,"mig5",0.1339291006,4.92176223418245e-05
"4393",146500000,"control",0.1386143678,3.48379113089575e-05
"4394",146500000,"mig14",0.135894978,3.04336808992366e-05
"4395",146500000,"mig5",0.146921775,5.39923019220254e-05
"4396",146600000,"control",0.1466716991,3.68629581902541e-05
"4397",146600000,"mig14",0.162601601,3.64146292333113e-05
"4398",146600000,"mig5",0.1387643899,5.09945434262992e-05
"4399",146700000,"control",0.1354110648,3.40328260383546e-05
"4400",146700000,"mig14",0.1551922703,3.47553095916339e-05
"4401",146700000,"mig5",0.1323854212,4.86503354013039e-05
"4402",146800000,"control",0.1463746263,3.67882949643349e-05
"4403",146800000,"mig14",0.161555571,3.61803708103765e-05
"4404",146800000,"mig5",0.1214554017,4.46336611346227e-05
"4405",146900000,"control",0.1418795211,3.56585413986152e-05
"4406",146900000,"mig14",0.1332046433,2.98311804317657e-05
"4407",146900000,"mig5",0.1371939913,5.04174374435466e-05
"4408",1.47e+08,"control",0.1407325418,3.53702714035143e-05
"4409",1.47e+08,"mig14",0.1288520671,2.88564209733227e-05
"4410",1.47e+08,"mig5",0.1284248691,4.71948716025504e-05
"4411",147100000,"control",0.1473208429,3.70261073247204e-05
"4412",147100000,"mig14",0.140375672,3.14371323395328e-05
"4413",147100000,"mig5",0.1233181666,4.53182088464275e-05
"4414",147200000,"control",0.1466193232,3.68497945695712e-05
"4415",147200000,"mig14",0.1416453997,3.17214878633309e-05
"4416",147200000,"mig5",0.1140888369,4.1926521292283e-05
"4417",147300000,"control",0.1361184285,3.42106075644323e-05
"4418",147300000,"mig14",0.1553797727,3.47973007549088e-05
"4419",147300000,"mig5",0.1307822048,4.80611692010239e-05
"4420",147400000,"control",0.1402095001,3.52388154754984e-05
"4421",147400000,"mig14",0.1470138403,3.29237501584608e-05
"4422",147400000,"mig5",0.1190581266,4.37526862009251e-05
"4423",147500000,"control",0.1430117281,3.59430986755801e-05
"4424",147500000,"mig14",0.1407422372,3.15192246176269e-05
"4425",147500000,"mig5",0.1197602053,4.40106931923559e-05
"4426",147600000,"control",0.1395752812,3.50794174120845e-05
"4427",147600000,"mig14",0.1563759918,3.50204040265773e-05
"4428",147600000,"mig5",0.1170433425,4.30122729338318e-05
"4429",147700000,"control",0.1351926292,3.39779266784953e-05
"4430",147700000,"mig14",0.1453760476,3.25569664763523e-05
"4431",147700000,"mig5",0.1375016257,5.05304900486244e-05
"4432",147800000,"control",0.1428455549,3.59013344104797e-05
"4433",147800000,"mig14",0.1508712623,3.37876198317146e-05
"4434",147800000,"mig5",0.1556970498,5.72171287827841e-05
"4435",147900000,"control",0.1327516643,3.33644396349503e-05
"4436",147900000,"mig14",0.145586296,3.26040516064236e-05
"4437",147900000,"mig5",0.1581000185,5.81001960582752e-05
"4438",1.48e+08,"control",0.1213104757,3.0488928820004e-05
"4439",1.48e+08,"mig14",0.1372518615,3.07375549648142e-05
"4440",1.48e+08,"mig5",0.1372268179,5.04295008949872e-05
"4441",148100000,"control",0.1237200973,3.1094538360496e-05
"4442",148100000,"mig14",0.1173665694,2.62842437147141e-05
"4443",148100000,"mig5",0.1398163503,5.13811284884985e-05
"4444",148200000,"control",0.1408008528,3.53874399885405e-05
"4445",148200000,"mig14",0.1680240951,3.76289968099953e-05
"4446",148200000,"mig5",0.1241776229,4.56340505522494e-05
"4447",148300000,"control",0.1475922816,3.70943279392678e-05
"4448",148300000,"mig14",0.1362946432,3.0523185922471e-05
"4449",148300000,"mig5",0.1107612051,4.0703649455682e-05
"4450",148400000,"control",0.1401487681,3.52235517184782e-05
"4451",148400000,"mig14",0.1558674191,3.49065091682562e-05
"4452",148400000,"mig5",0.1322259134,4.85917178594418e-05
"4453",148500000,"control",0.1305397889,3.28085295930502e-05
"4454",148500000,"mig14",0.143294011,3.20906943709553e-05
"4455",148500000,"mig5",0.1129987454,4.15259234272584e-05
"4456",148600000,"control",0.1435769228,3.6085148905606e-05
"4457",148600000,"mig14",0.1326457521,2.97060167451563e-05
"4458",148600000,"mig5",0.1238187764,4.55021780059801e-05
"4459",148700000,"control",0.1330402259,3.34369637432915e-05
"4460",148700000,"mig14",0.1655459622,3.70740189365341e-05
"4461",148700000,"mig5",0.1315610995,4.83474053141383e-05
"4462",148800000,"control",0.1448913839,3.64155120558889e-05
"4463",148800000,"mig14",0.1686790262,3.77756686326169e-05
"4464",148800000,"mig5",0.1385963307,5.09327833293552e-05
"4465",148900000,"control",0.1373562802,3.45217164950769e-05
"4466",148900000,"mig14",0.1355265102,3.03511625338645e-05
"4467",148900000,"mig5",0.1086934468,3.99437686930423e-05
"4468",1.49e+08,"control",0.1352668509,3.39965807981428e-05
"4469",1.49e+08,"mig14",0.1209698156,2.70911907164803e-05
"4470",1.49e+08,"mig5",0.1327091666,4.87693086398362e-05
"4471",149100000,"control",0.1328049221,3.33778249033201e-05
"4472",149100000,"mig14",0.1467402125,3.28624712114908e-05
"4473",149100000,"mig5",0.1211183824,4.45098098688784e-05
"4474",149200000,"control",0.1493873946,3.7545493200677e-05
"4475",149200000,"mig14",0.1329357057,2.97709518551056e-05
"4476",149200000,"mig5",0.1217867516,4.47554289518345e-05
"4477",149300000,"control",0.1371175558,3.44617179566391e-05
"4478",149300000,"mig14",0.1307449894,2.92803409304329e-05
"4479",149300000,"mig5",0.1313149058,4.82569315597768e-05
"4480",149400000,"control",0.1411949623,3.54864914218438e-05
"4481",149400000,"mig14",0.1507500596,3.37604764865358e-05
"4482",149400000,"mig5",0.12975005642,4.76818648605931e-05
"4483",149500000,"control",0.1455951071,3.6592378616093e-05
"4484",149500000,"mig14",0.1124801271,2.51899249409126e-05
"4485",149500000,"mig5",0.1202910935,4.42057893650045e-05
"4486",149600000,"control",0.130164887,3.27143056006239e-05
"4487",149600000,"mig14",0.1367121683,3.06166906703861e-05
"4488",149600000,"mig5",0.1252732827,4.60366947125546e-05
"4489",149700000,"control",0.1367884579,3.43790058710586e-05
"4490",149700000,"mig14",0.1399844586,3.13495200969443e-05
"4491",149700000,"mig5",0.1315430189,4.83407608721273e-05
"4492",149800000,"control",0.1384050365,3.47853001303378e-05
"4493",149800000,"mig14",0.1176761818,2.63535814130067e-05
"4494",149800000,"mig5",0.1065344957,3.91503754766448e-05
"4495",149900000,"control",0.1445030011,3.6317899912537e-05
"4496",149900000,"mig14",0.144045638,3.22590212407919e-05
"4497",149900000,"mig5",0.1105420857,4.0623125239297e-05
"4498",1.5e+08,"control",0.1120645008,2.81651404664344e-05
"4499",1.5e+08,"mig14",0.1339090941,2.99889421914123e-05
"4500",1.5e+08,"mig5",0.1161530567,4.26851016911042e-05
"4501",150100000,"control",0.1460853774,3.67155981170719e-05
"4502",150100000,"mig14",0.1457374285,3.26378977304394e-05
"4503",150100000,"mig5",0.1233975958,4.53473982933139e-05
"4504",150200000,"control",0.1346416133,3.38394400024119e-05
"4505",150200000,"mig14",0.1254991328,2.81055313226227e-05
"4506",150200000,"mig5",0.1204081784,4.42488169099094e-05
"4507",150300000,"control",0.1152269553,2.8959959294657e-05
"4508",150300000,"mig14",0.1409823007,3.15729868394697e-05
"4509",150300000,"mig5",0.1520411698,5.58736289731017e-05
"4510",150400000,"control",0.1267115864,3.18463885012973e-05
"4511",150400000,"mig14",0.137698274,3.08375290460818e-05
"4512",150400000,"mig5",0.1234750018,4.53758442341731e-05
"4513",150500000,"control",0.1139693274,2.86438800170522e-05
"4514",150500000,"mig14",0.1254135445,2.80863638224748e-05
"4515",150500000,"mig5",0.118288934,4.3470015513783e-05
"4516",150600000,"control",0.1434792509,3.6060601053579e-05
"4517",150600000,"mig14",0.1181712885,2.64644605605707e-05
"4518",150600000,"mig5",0.15717086,5.77587394820433e-05
"4519",150700000,"control",0.1305448285,3.28097961943457e-05
"4520",150700000,"mig14",0.1064822475,2.38466997790642e-05
"4521",150700000,"mig5",0.1353614797,4.97440075208356e-05
"4522",150800000,"control",0.1367477087,3.43687643857202e-05
"4523",150800000,"mig14",0.1181835547,2.64672075761127e-05
"4524",150800000,"mig5",0.1256773669,4.6185191666994e-05
"4525",150900000,"control",0.1189106878,2.98857907806548e-05
"4526",150900000,"mig14",0.1242883409,2.78343744714844e-05
"4527",150900000,"mig5",0.0998905079,3.67087755486296e-05
"4528",1.51e+08,"control",0.1212992669,3.04861117153526e-05
"4529",1.51e+08,"mig14",0.1236063727,2.76816476902032e-05
"4530",1.51e+08,"mig5",0.1329037796,4.88408269961449e-05
"4531",151100000,"control",0.1185175725,2.97869892193668e-05
"4532",151100000,"mig14",0.1407845719,3.15287054738714e-05
"4533",151100000,"mig5",0.1116259916,4.1021449957385e-05
"4534",151200000,"control",0.1242161959,3.12192226865265e-05
"4535",151200000,"mig14",0.122187894,2.73639793793244e-05
"4536",151200000,"mig5",0.115967837,4.26170352798163e-05
"4537",151300000,"control",0.1169199933,2.93854700741153e-05
"4538",151300000,"mig14",0.1228895619,2.75211179085042e-05
"4539",151300000,"mig5",0.1202999263,4.42090353318084e-05
"4540",151400000,"control",0.12730658,3.19959280807448e-05
"4541",151400000,"mig14",0.1119480927,2.5070775834777e-05
"4542",151400000,"mig5",0.1189300195,4.37056081063298e-05
"4543",151500000,"control",0.1166838458,2.93261191872527e-05
"4544",151500000,"mig14",0.1265948776,2.83509233752281e-05
"4545",151500000,"mig5",0.1111370237,4.08417590811552e-05
"4546",151600000,"control",0.1374334275,3.45411059049756e-05
"4547",151600000,"mig14",0.1262184,2.8266611215112e-05
"4548",151600000,"mig5",0.1345774202,4.94558733947074e-05
"4549",151700000,"control",0.1329365423,3.34109049723407e-05
"4550",151700000,"mig14",0.1156346178,2.58963731465513e-05
"4551",151700000,"mig5",0.1189391878,4.37089773660717e-05
"4552",151800000,"control",0.1230125191,3.09167029241917e-05
"4553",151800000,"mig14",0.1159536158,2.59678127500037e-05
"4554",151800000,"mig5",0.0969668125,3.5634346351427e-05
"4555",151900000,"control",0.1092100051,2.74477208395463e-05
"4556",151900000,"mig14",0.1328986705,2.97626578219085e-05
"4557",151900000,"mig5",0.1158730279,4.2582193871508e-05
"4558",1.52e+08,"control",0.1098789052,2.76158353195112e-05
"4559",1.52e+08,"mig14",0.1278439499,2.86306531221087e-05
"4560",1.52e+08,"mig5",0.1295676144,4.76148192192843e-05
"4561",152100000,"control",0.1423623803,3.57798982698494e-05
"4562",152100000,"mig14",0.1364364782,3.05549498713223e-05
"4563",152100000,"mig5",0.124248845,4.56602239709052e-05
"4564",152200000,"control",0.1158011642,2.9104275061114e-05
"4565",152200000,"mig14",0.1435798163,3.2154700469102e-05
"4566",152200000,"mig5",0.1281017941,4.70761447293999e-05
"4567",152300000,"control",0.1178704913,2.96243584775968e-05
"4568",152300000,"mig14",0.1214157232,2.71910517253908e-05
"4569",152300000,"mig5",0.1104048222,4.05726822580923e-05
"4570",152400000,"control",0.1183473625,2.97442103864218e-05
"4571",152400000,"mig14",0.1217816523,2.72730015488871e-05
"4572",152400000,"mig5",0.1130466556,4.15435299527958e-05
"4573",152500000,"control",0.1213063151,3.04878831375391e-05
"4574",152500000,"mig14",0.1160656136,2.59928946577886e-05
"4575",152500000,"mig5",0.1064615209,3.91235579580414e-05
"4576",152600000,"control",0.1330581666,3.34414727745366e-05
"4577",152600000,"mig14",0.1237594806,2.77159362050573e-05
"4578",152600000,"mig5",0.122519209,4.50245998156212e-05
"4579",152700000,"control",0.1177201924,2.95865838959922e-05
"4580",152700000,"mig14",0.1392302532,3.11806157944167e-05
"4581",152700000,"mig5",0.1373104957,5.0460251660432e-05
"4582",152800000,"control",0.1119645241,2.8140013349651e-05
"4583",152800000,"mig14",0.1114976685,2.49699033332774e-05
"4584",152800000,"mig5",0.1261186129,4.63473452160774e-05
"4585",152900000,"control",0.1197031559,3.00849615724072e-05
"4586",152900000,"mig14",0.1295091283,2.90035698318483e-05
"4587",152900000,"mig5",0.1084967818,3.98714962469907e-05
"4588",1.53e+08,"control",0.1079715997,2.71364727476315e-05
"4589",1.53e+08,"mig14",0.1136762765,2.54578026041138e-05
"4590",1.53e+08,"mig5",0.1205325536,4.42945235680954e-05
"4591",153100000,"control",0.120636026,3.03194195605825e-05
"4592",153100000,"mig14",0.1047068012,2.34490885726521e-05
"4593",153100000,"mig5",0.1345882378,4.94598487559176e-05
"4594",153200000,"control",0.1190304136,2.99158814333627e-05
"4595",153200000,"mig14",0.1199340614,2.68592335589991e-05
"4596",153200000,"mig5",0.108490966,3.98693589979034e-05
"4597",153300000,"control",0.1267086377,3.18456474053293e-05
"4598",153300000,"mig14",0.1116218695,2.4997718147754e-05
"4599",153300000,"mig5",0.134976643,4.96025838326377e-05
"4600",153400000,"control",0.1200515573,3.01725252013856e-05
"4601",153400000,"mig14",0.1198015665,2.68295613255824e-05
"4602",153400000,"mig5",0.1187758794,4.36489631412286e-05
"4603",153500000,"control",0.1103853945,2.7743131137343e-05
"4604",153500000,"mig14",0.1133440342,2.53833969396202e-05
"4605",153500000,"mig5",0.1208283479,4.44032250533069e-05
"4606",153600000,"control",0.1138669451,2.8618148301476e-05
"4607",153600000,"mig14",0.1102396038,2.46881597383788e-05
"4608",153600000,"mig5",0.1101093976,4.04641166339812e-05
"4609",153700000,"control",0.1123267229,2.82310446754139e-05
"4610",153700000,"mig14",0.1459244764,3.26797871084374e-05
"4611",153700000,"mig5",0.1220098468,4.4837414235471e-05
"4612",153800000,"control",0.1062097658,2.66936715133621e-05
"4613",153800000,"mig14",0.1186407281,2.6569591560981e-05
"4614",153800000,"mig5",0.105690141,3.8840083459742e-05
"4615",153900000,"control",0.1152925508,2.89764453938077e-05
"4616",153900000,"mig14",0.1175254364,2.63198219800376e-05
