"","distance","condition","norm","proportion"
"1752",58400000,"mig5",0.72868379512,0.000267784101245757
"1753",58500000,"control",0.9402072391,0.000236302029347102
"1754",58500000,"mig14",0.9480250818,0.000212310221088331
"1755",58500000,"mig5",0.73864093652,0.0002714432524148
"1756",58600000,"control",0.83324621305,0.000209419543799706
"1757",58600000,"mig14",0.9371736492,0.000209880042711556
"1758",58600000,"mig5",0.6703290205,0.000246339297642787
"1759",58700000,"control",0.8316261824,0.00020901238193764
"1760",58700000,"mig14",0.8437917641,0.000188967169147511
"1761",58700000,"mig5",0.7051575203,0.000259138427497383
"1762",58800000,"control",0.85597411287,0.000215131740671754
"1763",58800000,"mig14",1.0135661562,0.000226988144978077
"1764",58800000,"mig5",0.73202950865,0.000269013617939633
"1765",58900000,"control",0.8902975452,0.000223758239571614
"1766",58900000,"mig14",0.973521279,0.000218020094559364
"1767",58900000,"mig5",0.69711852119,0.000256184174684293
"1768",5.9e+07,"control",0.9126390714,0.000229373329266972
"1769",5.9e+07,"mig14",0.9282401645,0.000207879388775116
"1770",5.9e+07,"mig5",0.8388473539,0.000308268121578717
"1771",59100000,"control",0.8075106653,0.000202951435592514
"1772",59100000,"mig14",0.92318941645,0.000206748273727906
"1773",59100000,"mig5",0.7206684773,0.000264838551072963
"1774",59200000,"control",0.8093838379,0.000203422219551932
"1775",59200000,"mig14",0.8603455356,0.000192674386345117
"1776",59200000,"mig5",0.6820374376,0.00025064202534324
"1777",59300000,"control",0.80987055304,0.000203544545535516
"1778",59300000,"mig14",0.852574337,0.000190934026385701
"1779",59300000,"mig5",0.6762803886,0.000248526366668493
"1780",59400000,"control",0.7941644194,0.000199597127245181
"1781",59400000,"mig14",0.81557832257,0.000182648768797255
"1782",59400000,"mig5",0.6532289521,0.000240055191315184
"1783",59500000,"control",0.81941392924,0.000205943079676821
"1784",59500000,"mig14",0.8269088445,0.000185186239231515
"1785",59500000,"mig5",0.680809448,0.000250190751287775
"1786",59600000,"control",0.80463675162,0.00020222913565
"1787",59600000,"mig14",0.84031106,0.00018818766544956
"1788",59600000,"mig5",0.6638840588,0.000243970837841765
"1789",59700000,"control",0.78613247325,0.000197578460406721
"1790",59700000,"mig14",0.855930743,0.00019168569352363
"1791",59700000,"mig5",0.6984648071,0.000256678921465878
"1792",59800000,"control",0.8553769682,0.000214981660464469
"1793",59800000,"mig14",0.8813746972,0.000197383867174592
"1794",59800000,"mig5",0.6855646441,0.000251938238911918
"1795",59900000,"control",0.8533635625,0.000214475631758218
"1796",59900000,"mig14",0.8267075301,0.000185141154870781
"1797",59900000,"mig5",0.71883962465,0.000264166465778257
"1798",6e+07,"control",0.7748443881,0.000194741429040167
"1799",6e+07,"mig14",0.8529282658,0.000191013288741961
"1800",6e+07,"mig5",0.66596161753,0.000244734320165681
"1801",60100000,"control",0.80797487785,0.000203068106006282
"1802",60100000,"mig14",0.8049668083,0.0001802723201315
"1803",60100000,"mig5",0.7191015581,0.000264262723735363
"1804",60200000,"control",0.85045811261,0.000213745405828634
"1805",60200000,"mig14",0.7753438623,0.000173638261249211
"1806",60200000,"mig5",0.6878317044,0.000252771361192077
"1807",60300000,"control",0.7989261021,0.000200793879661376
"1808",60300000,"mig14",0.819662557,0.000183563433115169
"1809",60300000,"mig5",0.7130020191,0.000262021203366628
"1810",60400000,"control",0.77665724624,0.000195197054182779
"1811",60400000,"mig14",0.8009702836,0.000179377298407992
"1812",60400000,"mig5",0.7078862301,0.000260141201411456
"1813",60500000,"control",0.7965936298,0.000200207660033442
"1814",60500000,"mig14",0.8342993526,0.000186841343551843
"1815",60500000,"mig5",0.6372060693,0.000234166940061762
"1816",60600000,"control",0.7336871316,0.000184397386972783
"1817",60600000,"mig14",0.84098820093,0.000188339311163704
"1818",60600000,"mig5",0.7007449382,0.000257516847136004
"1819",60700000,"control",0.8031686098,0.000201860147966213
"1820",60700000,"mig14",0.7900467516,0.00017693097337028
"1821",60700000,"mig5",0.60387329182,0.000221917473394211
"1822",60800000,"control",0.78717272155,0.000197839905728659
"1823",60800000,"mig14",0.8384712965,0.000187775650405935
"1824",60800000,"mig5",0.675269504,0.0002481548765573
"1825",60900000,"control",0.75688127252,0.000190226764093518
"1826",60900000,"mig14",0.9110921944,0.000204039100798521
"1827",60900000,"mig5",0.6794660576,0.000249697068577531
"1828",6.1e+07,"control",0.83133655608,0.000208939590233511
"1829",6.1e+07,"mig14",0.88047221248,0.000197181755717722
"1830",6.1e+07,"mig5",0.686363052,0.000252231645933401
"1831",61100000,"control",0.77933348916,0.000195869673587015
"1832",61100000,"mig14",0.8539597776,0.000191244295813944
"1833",61100000,"mig5",0.6653299555,0.000244502190605332
"1834",61200000,"control",0.8190437986,0.000205850054843871
"1835",61200000,"mig14",0.8607078128,0.000192755518325593
"1836",61200000,"mig5",0.7008965267,0.000257572554413295
"1837",61300000,"control",0.7774634991,0.000195399689494508
"1838",61300000,"mig14",0.7940369496,0.000177824578229297
"1839",61300000,"mig5",0.7098515662,0.000260863443026692
"1840",61400000,"control",0.7970047833,0.000200310995130624
"1841",61400000,"mig14",0.8405861198,0.000188249265092936
"1842",61400000,"mig5",0.73161644036,0.000268861819420808
"1843",61500000,"control",0.8668126042,0.000217855775745969
"1844",61500000,"mig14",0.8699816431,0.000194832392660595
"1845",61500000,"mig5",0.61871544406,0.000227371817822835
"1846",61600000,"control",0.7842793562,0.000197112717003222
"1847",61600000,"mig14",0.84382718584,0.000188975101846334
"1848",61600000,"mig5",0.6746547701,0.000247928967917614
"1849",61700000,"control",0.795221736,0.00019986286233831
"1850",61700000,"mig14",0.8344270864,0.000186869949536894
"1851",61700000,"mig5",0.6910852314,0.00025396700024623
"1852",61800000,"control",0.7479226837,0.000187975204405168
"1853",61800000,"mig14",0.86425281381,0.000193549421316812
"1854",61800000,"mig5",0.7152877739,0.000262861195690988
"1855",61900000,"control",0.770320442,0.000193604426898905
"1856",61900000,"mig14",0.799897502,0.000179137048964123
"1857",61900000,"mig5",0.63855674469,0.000234663299933915
"1858",6.2e+07,"control",0.75007011158,0.000188514916869418
"1859",6.2e+07,"mig14",0.7824458455,0.000175228750416961
"1860",6.2e+07,"mig5",0.64487818522,0.000236986366924345
"1861",62100000,"control",0.7730359544,0.000194286915890854
"1862",62100000,"mig14",0.8030210632,0.000179836570508106
"1863",62100000,"mig5",0.7485905596,0.000275099640675463
"1864",62200000,"control",0.82136125716,0.000206432501072619
"1865",62200000,"mig14",0.7864928448,0.000176135075927353
"1866",62200000,"mig5",0.6192917622,0.000227583609049956
"1867",62300000,"control",0.808436122,0.000203184030372886
"1868",62300000,"mig14",0.7982620593,0.000178770791564525
"1869",62300000,"mig5",0.76369863198,0.000280651708130411
"1870",62400000,"control",0.8343871146,0.000209706286275554
"1871",62400000,"mig14",0.8335592306,0.000186675593226805
"1872",62400000,"mig5",0.6612819311,0.000243014581599843
"1873",62500000,"control",0.72793855091,0.000182952597753533
"1874",62500000,"mig14",0.81680062012,0.000182922502338759
"1875",62500000,"mig5",0.7164980314,0.000263305953374751
"1876",62600000,"control",0.743501258,0.000186863968688117
"1877",62600000,"mig14",0.8630087622,0.000193270815953478
"1878",62600000,"mig5",0.6675255216,0.000245309039472772
"1879",62700000,"control",0.83484787062,0.000209822087960579
"1880",62700000,"mig14",0.84370340663,0.00018894738149173
"1881",62700000,"mig5",0.6471545599,0.000237822912147204
"1882",62800000,"control",0.7645046496,0.000192142745378885
"1883",62800000,"mig14",0.84694674789,0.000189673727780658
"1884",62800000,"mig5",0.64204946758,0.000235946841116336
"1885",62900000,"control",0.7797714632,0.000195979749483211
"1886",62900000,"mig14",0.7547836889,0.000169033810329115
"1887",62900000,"mig5",0.6528151529,0.00023990312419415
"1888",6.3e+07,"control",0.72967251454,0.000183388394360433
"1889",6.3e+07,"mig14",0.7607281032,0.000170365061936802
"1890",6.3e+07,"mig5",0.6025287006,0.000221423349394471
"1891",63100000,"control",0.82595460808,0.00020758694670839
"1892",63100000,"mig14",0.7627847498,0.000170825647951591
"1893",63100000,"mig5",0.7218866533,0.000265286218727306
"1894",63200000,"control",0.7784640685,0.000195651162329316
"1895",63200000,"mig14",0.8700221871,0.000194841472489567
"1896",63200000,"mig5",0.6344523572,0.000233154978049259
"1897",63300000,"control",0.7832665812,0.000196858176538291
"1898",63300000,"mig14",0.8785701109,0.000196755780060817
"1899",63300000,"mig5",0.6483159169,0.000238249699379956
"1900",63400000,"control",0.7161756413,0.000179996228884761
"1901",63400000,"mig14",0.83647917344,0.000187329514438202
"1902",63400000,"mig5",0.5667449858,0.000208273187457119
"1903",63500000,"control",0.7266982321,0.000182640868764804
"1904",63500000,"mig14",0.78306589104,0.000175367609618273
"1905",63500000,"mig5",0.55973526357,0.000205697183736556
"1906",63600000,"control",0.762573396,0.000191657363937554
"1907",63600000,"mig14",0.7835135415,0.000175467860940687
"1908",63600000,"mig5",0.57396604289,0.000210926854652464
"1909",63700000,"control",0.7123417908,0.000179032668282706
"1910",63700000,"mig14",0.8039714932,0.000180049419310635
"1911",63700000,"mig5",0.6031257204,0.000221642748277278
"1912",63800000,"control",0.70559427093,0.000177336815951397
"1913",63800000,"mig14",0.7614145763,0.000170518797590457
"1914",63800000,"mig5",0.6267163386,0.000230312067582613
"1915",63900000,"control",0.7396141705,0.000185887028045351
"1916",63900000,"mig14",0.7621433079,0.000170681997035367
"1917",63900000,"mig5",0.5924029512,0.000217702236449902
"1918",6.4e+07,"control",0.7254129076,0.000182317828508264
"1919",6.4e+07,"mig14",0.7365648619,0.000164953703945225
"1920",6.4e+07,"mig5",0.65685583,0.000241388033139421
"1921",64100000,"control",0.7685620716,0.000193162496145147
"1922",64100000,"mig14",0.7911548941,0.000177179141887853
"1923",64100000,"mig5",0.6521088726,0.000239643573156197
"1924",64200000,"control",0.7367332411,0.000185162964843841
"1925",64200000,"mig14",0.77034395456,0.000172518531889641
"1926",64200000,"mig5",0.6087042627,0.000223692807501967
"1927",64300000,"control",0.7307208087,0.000183651861846174
"1928",64300000,"mig14",0.8065251143,0.000180621302766807
"1929",64300000,"mig5",0.5925500127,0.000217756280099382
"1930",64400000,"control",0.7753825907,0.000194876695353051
"1931",64400000,"mig14",0.7128036703,0.000159632384985668
"1932",64400000,"mig5",0.61416451681,0.000225699396984554
"1933",64500000,"control",0.7091965834,0.000178242184163429
"1934",64500000,"mig14",0.7612528029,0.000170482568436841
"1935",64500000,"mig5",0.6880699801,0.000252858925159604
"1936",64600000,"control",0.7326425608,0.000184134855278097
"1937",64600000,"mig14",0.8206988757,0.000183795516692427
"1938",64600000,"mig5",0.6477380162,0.000238037326577658
"1939",64700000,"control",0.735476335,0.000184847066976033
"1940",64700000,"mig14",0.7966520057,0.000178410220053979
"1941",64700000,"mig5",0.6507642823,0.000239149449494548
"1942",64800000,"control",0.6994721157,0.000175798136344748
"1943",64800000,"mig14",0.7095759604,0.000158909539339879
"1944",64800000,"mig5",0.596619511,0.000219251780551135
"1945",64900000,"control",0.7547720988,0.000189696666036882
"1946",64900000,"mig14",0.6930244175,0.000155202821237252
"1947",64900000,"mig5",0.57171662051,0.000210100214133786
"1948",6.5e+07,"control",0.742563425,0.000186628263375636
"1949",6.5e+07,"mig14",0.7507461222,0.000168129597249533
"1950",6.5e+07,"mig5",0.61322456668,0.000225353974590831
"1951",65100000,"control",0.7091836848,0.000178238942361804
"1952",65100000,"mig14",0.7189442643,0.000161007571038001
"1953",65100000,"mig5",0.63376644063,0.000232902910481053
"1954",65200000,"control",0.710172124,0.000178487366516749
"1955",65200000,"mig14",0.7824259013,0.000175224283913286
"1956",65200000,"mig5",0.6647073741,0.000244273398086866
"1957",65300000,"control",0.7122348097,0.000179005780751978
"1958",65300000,"mig14",0.7538650572,0.000168828082756005
"1959",65300000,"mig5",0.61977565674,0.000227761435516469
"1960",65400000,"control",0.6482558138,0.000162925957136461
"1961",65400000,"mig14",0.7794871062,0.000174566140738182
"1962",65400000,"mig5",0.6489300514,0.000238475387746059
"1963",65500000,"control",0.71499038036,0.000179698337575504
"1964",65500000,"mig14",0.752783956,0.000168585970137682
"1965",65500000,"mig5",0.57242435896,0.00021036030102747
"1966",65600000,"control",0.72007199023,0.000180975497200206
"1967",65600000,"mig14",0.7824276068,0.000175224665860019
"1968",65600000,"mig5",0.6080556059,0.000223454432531413
"1969",65700000,"control",0.66517834114,0.000167179091324145
"1970",65700000,"mig14",0.7522476353,0.000168465861114643
"1971",65700000,"mig5",0.5963036073,0.00021913568905994
"1972",65800000,"control",0.764082836,0.000192036731081673
"1973",65800000,"mig14",0.7114489829,0.000159329002736694
